id,x,y,containmentdatetime,controldatetime,dailyacres,discoveryacres,firecause,firediscoverydatetime,incidenttypecategory,incidenttypekind,initiallatitude,initiallongitude,irwinid,localincidentidentifier,poocounty,poodispatchcenterid,poofips,poostate,uniquefireidentifier,temp_2m,temp_2m_max,humidity,rain,wind_speed_2m,wind_speed_2m_max,wind_speed_10m,wind_speed_10m_max,surface_soil_wetness_5cm_below,surface_soil_wetness_to_bedrock,wind_speed_2m_mean,wind_speed_2m_max_mean,wind_speed_10m_mean,wind_speed_10m_max_mean,humidity_mean,temp_2m_mean,rain_sum,dew_frost_point_2m,wet_bulb_temp_2m,relative_humidity,clear_sky_photosynthetically_active_radiation,all_sky_photosynthetically_active_radiation,all_sky_surface_uv_index
233,-122.543813712,41.3416352080001,2020-08-01 22:44:59+00:00,2020-08-03 18:14:59+00:00,1.5,0.1,Natural,2020-08-01 03:41:08+00:00,WF,FI,41.34374,-122.558,{A73ADD78-4E33-469D-A877-A480C5C6C467},1144,Trinity,CARICC,6105,US-CA,2020-CASHF-001144,23.61,33.99,4.46,0.0,0.81,1.62,1.8,3.09,0.22,0.39,0.85,1.8833333333333335,1.9533333333333331,3.8866666666666667,5.21,22.276666666666667,0.0,-0.02,11.79,26.25,151.59,152.27,2.48
246,-120.600124948,42.596478426,2020-09-03 23:38:00+00:00,2020-09-05 18:11:00+00:00,1.1,0.1,Unknown,2020-09-03 14:12:00+00:00,WF,FI,42.59227,-120.6015,{654E4FD5-73CF-4336-A859-BB97915F9279},200395,Lake,ORLFC,41037,US-OR,2020-ORFWF-200395,22.26,33.87,5.55,0.0,0.73,1.15,1.91,2.85,0.35,0.44,1.1333333333333333,1.8033333333333335,2.6466666666666665,4.033333333333333,5.593333333333334,22.643333333333334,0.0,2.56,12.41,31.44,124.88,124.8,2.09
248,-111.514411052,35.2340753880001,2020-09-07 23:10:00+00:00,2020-09-09 18:49:59+00:00,1.2,1.2,Human,2020-09-07 15:11:59+00:00,WF,FI,35.23344,-111.5252,{FDBAD7A0-840D-4047-9330-35FFCA7F6BC2},1979,Coconino,AZFDC,4005,US-AZ,2020-AZA1S-001979,25.31,35.08,4.09,0.0,1.86,3.17,3.23,5.43,0.3,0.39,3.3000000000000003,5.053333333333334,5.243333333333333,7.763333333333333,4.54,17.87333333333333,1.18,-2.03,11.64,18.38,122.16,106.8,1.83
254,-113.757012241,41.706785988,2020-08-21 01:20:00+00:00,2020-08-21 21:52:00+00:00,11.5,1.0,Natural,2020-08-20 02:03:00+00:00,WF,FI,41.69074,-113.7408,{07A8DF87-E8C4-47B2-8CD8-450ED705704E},772,Box Elder,UTNUC,49003,US-UT,2020-UTSLD-000772,27.69,35.33,5.55,0.0,2.82,4.8,4.09,6.24,0.16,0.48,2.275,4.24,3.3449999999999998,5.4,4.665,26.92,0.0,2.29,14.99,21.62,118.91,91.63,1.52
260,-108.165610645,38.1897759920001,2020-07-30 15:59:59+00:00,2020-07-31 18:58:00+00:00,1.35,0.1,Unknown,2020-07-29 22:19:15+00:00,WF,FI,38.19101,-108.1698,{0913DC4A-BF84-400F-B39A-5207C2132038},184,Montrose,COMTC,8085,US-CO,2020-COGMF-000184,20.05,27.03,6.29,1.73,1.06,1.83,2.52,5.0,0.4,0.41,1.06,1.7066666666666668,2.703333333333333,4.613333333333333,5.88,19.52,2.29,2.73,11.39,34.38,156.89,149.0,2.97
269,-110.439810709,33.6534052310001,2020-07-29 02:19:59+00:00,2020-07-29 21:27:59+00:00,9.0,0.3,Human,2020-07-28 18:14:59+00:00,WF,FI,33.651,-110.4437,{563D8AC3-1601-42A9-ABDE-A06EE9475F2F},2287,Gila,AZPHC,4007,US-AZ,2020-AZSCA-002287,30.23,37.8,12.39,1.39,1.61,2.59,2.43,3.27,0.43,0.48,1.67,3.175,2.545,4.16,10.435,30.995,1.52,15.04,22.63,43.44,155.23,142.26,2.8
270,-111.168910974,35.1241753940001,2020-04-15 19:44:59+00:00,2020-04-16 17:35:59+00:00,5.0,1.5,Human,2020-04-15 16:44:00+00:00,WF,FI,35.12291,-111.1737,{470188B8-83C9-4E26-BF1C-B78F19E4901B},246,Coconino,AZFDC,4005,US-AZ,2020-AZA1S-000246,7.72,17.54,2.32,0.0,1.88,4.2,3.04,6.29,0.49,0.51,2.6399999999999997,4.84,4.295,7.215,2.745,8.385,0.0,-9.31,-0.8,31.31,144.7,144.85,1.9
271,-111.911411125,35.168905356,2020-04-30 03:00:00+00:00,2020-05-01 03:00:00+00:00,5.0,5.0,Human,2020-04-29 01:05:00+00:00,WF,FI,35.1689,-111.9114,{9100316C-5DC8-445C-8785-F103458FBB6E},332,Coconino,AZWDC,4005,US-AZ,2020-AZA1S-000332,19.66,30.57,5.92,0.0,0.62,0.95,2.84,4.04,0.45,0.55,0.75,1.1533333333333333,2.9066666666666667,4.783333333333333,5.573333333333333,18.94333333333333,0.0,3.21,11.44,40.38,151.98,150.9,2.67
273,-120.241613167,40.072425303,2020-07-24 00:59:59+00:00,2020-07-24 00:59:59+00:00,25.0,0.1,Natural,2020-07-21 23:13:15+00:00,WF,FI,40.06358,-120.2363,{4841CD0B-D1AE-4489-9C20-B49126D14716},895,Plumas,CAPNFC,6063,US-CA,2020-CAPNF-000895,26.42,36.13,6.16,0.9,1.06,1.88,1.7,3.42,0.15,0.37,1.135,2.7475,1.8725,4.49,6.105,24.5025,1.59,4.18,15.3,27.31,146.67,120.48,2.28
280,-106.789210113,35.797195743,2020-06-22 00:04:59+00:00,2020-06-22 22:05:00+00:00,1.4,1.4,Unknown,2020-06-21 19:18:00+00:00,WF,FI,35.86358,-106.7254,{B11B5FF7-9082-4B11-A006-3C211EB0450B},323,Sandoval,NMSFC,35043,US-NM,2020-NMSNF-000323,21.76,30.68,3.6,0.0,2.16,3.86,3.82,6.14,0.2,0.34,2.225,4.2,3.955,6.775,4.09,22.33,0.0,-4.33,8.72,18.38,166.13,163.13,2.9
286,-106.669510492,39.7509763030001,2020-09-27 00:59:59+00:00,2020-09-29 00:00:00+00:00,121.0,1.0,Human,2020-09-25 18:23:00+00:00,WF,FI,39.74294,-106.6779,{8F14C00A-8B2A-421C-AB47-34E3B2B1334C},474,Eagle,COGJC,8037,US-CO,2020-COEAX-000474,13.05,22.91,4.21,0.01,0.42,1.03,2.84,3.53,0.34,0.36,0.33999999999999997,0.942,2.32,3.4579999999999997,3.5519999999999996,9.014,0.62,-2.74,5.16,36.81,108.68,103.58,1.67
297,-122.651613446,39.361905053,2020-07-11 00:45:00+00:00,2020-07-13 21:43:00+00:00,15.0,1.0,Human,2020-07-07 20:50:00+00:00,WF,FI,39.36175,-122.6517,{CBD25C04-DEC0-49AA-9287-C7C293F265D6},539,Colusa,CAMNFC,6011,US-CA,2020-CAMNF-000539,25.28,35.21,4.64,0.0,1.73,3.22,2.7,4.76,0.13,0.45,1.8285714285714287,3.1271428571428572,2.9385714285714286,4.917142857142857,4.525714285714286,28.535714285714285,0.05,2.0,13.64,25.69,162.13,163.11,2.66
301,-113.780649849,34.9681735080001,2020-08-27 00:00:00+00:00,2020-08-27 23:00:00+00:00,16.0,1.0,Natural,2020-08-26 00:11:59+00:00,WF,FI,35.004,-113.8828,{0BE49624-7769-42E1-A1F2-BFCA79420F0E},1757,Mohave,AZPDC,4015,US-AZ,2020-AZCRD-001757,32.57,39.9,7.75,0.01,1.76,3.95,2.45,4.98,0.21,0.38,1.9700000000000002,4.27,2.77,5.385,7.17,31.975,0.01,8.05,20.31,23.62,129.17,123.29,2.2
306,-113.186211558,37.1135555210001,2020-06-09 15:59:59+00:00,2020-06-13 17:00:00+00:00,49.0,5.0,Human,2020-06-09 01:44:00+00:00,WF,FI,37.07781,-113.1351,{3495325F-D42A-475D-A476-F5E7A33F8689},224,Washington,UTCDC,49053,US-UT,2020-UTSWS-000224,16.28,26.49,3.05,0.0,2.05,3.63,3.09,4.8,0.32,0.37,3.07,5.494,4.532,7.459999999999999,3.2479999999999998,21.169999999999998,0.0,-5.27,5.5,27.25,166.62,167.8,2.66
319,-109.637310551,33.740775286,2020-06-23 21:56:59+00:00,2020-07-06 18:59:59+00:00,2.0,0.1,Natural,2020-06-18 20:26:00+00:00,WF,FI,33.74077,-109.6373,{785FE7ED-8A2E-4A94-BA90-DA42CACC46C7},452,Apache,AZFDC,4001,US-AZ,2020-AZFTA-000452,20.34,29.63,3.6,0.0,2.05,3.85,3.53,6.09,0.36,0.51,2.0789473684210527,3.8894736842105266,3.642105263157895,6.162105263157895,5.043684210526315,22.900526315789474,0.2,-4.02,8.16,23.31,165.99,166.58,3.07
326,-106.056709959,35.8885557990001,2020-07-16 21:00:00+00:00,2020-07-19 23:50:00+00:00,1.25,1.3,Unknown,2020-07-16 18:40:59+00:00,WF,FI,35.88771,-106.0236,{6F34AE69-5379-4E6F-A122-2728DB795395},421,Santa Fe,NMSFC,35049,US-NM,2020-NMNPA-000421,21.76,27.91,8.54,0.89,1.12,1.99,2.48,4.12,0.16,0.34,0.92,1.6475000000000002,2.0175,3.765,8.955,22.1825,4.88,7.76,14.76,42.94,161.5,124.8,2.77
329,-112.125604222,34.3121739480001,2020-07-01 00:59:59+00:00,2020-07-06 00:00:00+00:00,350.0,0.1,Human,2020-06-29 23:26:00+00:00,WF,FI,34.3046,-112.1266,{249CE018-480B-41CE-89B2-DF7F40322CCA},1111,Yavapai,AZPDC,4025,US-AZ,2020-AZPHD-001111,23.4,29.31,5.62,0.0,4.58,7.28,6.7,10.14,0.31,0.49,2.5862499999999997,4.74,3.865,6.3825,6.233750000000001,26.28875,2.38,3.24,13.32,28.38,162.05,159.89,2.84
335,-120.461403277,40.6024743290001,2020-08-19 02:25:00+00:00,2020-08-19 02:42:00+00:00,471.0,0.1,Natural,2020-08-17 19:41:59+00:00,WF,FI,40.602469,-120.46139,{9281756E-072A-4BBB-809B-8F49DBB063B2},4682,Lassen,CASIFC,6035,US-CA,2020-CANOD-004682,24.94,33.93,8.61,0.77,1.21,3.23,2.36,6.13,0.25,0.45,1.2733333333333332,2.8766666666666665,2.6733333333333333,5.6000000000000005,7.75,24.383333333333336,0.78,9.12,17.03,38.5,130.72,89.22,1.73
342,-110.716910648,31.9691949750001,2020-05-07 23:00:00+00:00,2020-05-09 19:30:00+00:00,69.2,0.1,Human,2020-05-05 19:59:00+00:00,WF,FI,31.96125,-110.7404,{13FFF85C-720E-43CE-8FCB-55D52D8967EB},379,Pima,AZTDC,4019,US-AZ,2020-AZA3S-000379,24.93,34.73,3.85,0.0,1.66,3.28,2.41,4.34,0.34,0.4,2.166,4.215999999999999,3.186,5.716,5.606,24.85,0.42000000000000004,-1.86,11.53,19.19,154.46,155.16,2.77
390,-111.539910981,34.3230752650001,2020-08-20 21:00:00+00:00,2020-09-06 15:00:00+00:00,3.0,0.1,Natural,2020-08-19 20:50:27+00:00,WF,FI,34.16988,-111.34,{3660A18F-BAEC-4295-A525-97495598DC34},2548,Gila,AZPHC,4007,US-AZ,2020-AZTNF-002548,31.01,40.17,8.0,0.64,0.83,1.39,2.07,3.73,0.25,0.48,0.8700000000000001,1.5952631578947367,2.2178947368421054,4.063684210526316,9.690000000000001,27.919473684210526,19.99,8.33,19.67,27.44,133.21,110.73,2.09
396,-112.655611099,33.002555026,2020-07-01 00:59:59+00:00,2020-07-02 00:59:59+00:00,1.7,1.0,Human,2020-06-29 23:03:00+00:00,WF,FI,32.98931,-112.6627,{E89C7C78-2C9C-4993-910F-77F4A189B912},1100,Maricopa,AZPDC,4013,US-AZ,2020-AZA4S-001100,30.01,37.3,7.02,0.0,5.05,7.4,6.71,9.59,0.07,0.37,3.5775,5.785,4.845,7.4125,6.41,30.6125,0.18,7.62,18.82,27.75,160.55,161.71,2.79
405,-113.939211673,36.828375437,2020-05-08 19:20:00+00:00,2020-05-09 21:30:00+00:00,109.0,20.0,Human,2020-05-06 23:09:00+00:00,WF,FI,36.81216,-113.9314,{017DDAEF-354B-4683-A95C-91A65F318D6D},89,Mohave,UTCDC,4015,US-AZ,2020-AZASD-000089,22.48,31.06,4.03,0.0,2.33,4.09,3.58,5.85,0.37,0.42,2.7225,4.5675,3.9525,6.3149999999999995,3.6775,22.2675,0.0,-1.18,10.65,23.81,152.66,138.67,2.48
407,-119.637836049,39.92971234,2020-08-21 19:43:00+00:00,2020-08-23 02:00:00+00:00,764.0,0.1,Natural,2020-08-18 23:00:00+00:00,WF,FI,39.94019,-119.6347,{3592BF02-DCE3-403D-ACF6-B2DB1A7B7409},30631,Washoe,NVSFC,32031,US-NV,2020-NVCCD-030631,27.99,37.04,10.01,0.02,1.71,3.95,2.38,5.34,0.14,0.33,1.78,3.6350000000000002,2.565,4.978333333333333,5.665,26.05666666666667,0.33,11.3,19.65,39.69,133.12,120.88,2.23
415,-110.44791069,33.3740351910001,2020-09-04 08:00:00+00:00,2020-09-05 21:59:59+00:00,3.0,1.0,Human,2020-09-04 04:34:00+00:00,WF,FI,33.35719,-110.4472,{BF23C3FF-0866-4863-A5DF-29D44D5C7CFD},2700,Gila,AZPHC,4007,US-AZ,2020-AZSCA-002700,30.76,39.9,5.98,0.0,1.57,2.67,2.41,3.64,0.27,0.47,1.895,3.7199999999999998,2.885,5.09,7.08,30.53,0.49,4.33,17.55,20.62,133.79,131.98,2.26
421,-111.026010811,33.43834517,2020-06-09 18:17:59+00:00,2020-06-11 19:02:00+00:00,21.2,1.0,Natural,2020-06-06 02:21:00+00:00,WF,FI,33.43834,-111.026,{2BD41287-1C44-4910-B224-2B77426A0C25},1405,Pinal,AZPHC,4021,US-AZ,2020-AZTNF-001405,24.69,31.67,6.59,0.0,3.0,4.66,4.19,6.01,0.2,0.44,2.8966666666666665,5.333333333333333,4.173333333333333,7.146666666666666,3.6016666666666666,25.349999999999998,0.0,6.1,15.4,33.06,164.31,164.79,3.05
427,-120.259612923,38.1395151340001,2020-11-06 23:23:00+00:00,2020-11-16 18:27:59+00:00,2.0,1.0,Human,2020-11-05 14:55:59+00:00,WF,FI,38.13893,-120.2283,{4E352382-394A-4078-B9A7-F9C6A36A1CEE},2717,Tuolumne,CASTCC,6109,US-CA,2020-CASTF-002717,14.57,23.8,2.87,0.0,0.84,1.31,2.3,3.13,0.12,0.46,0.7091666666666666,1.115,2.1216666666666666,3.2616666666666667,3.0825,4.53,16.43,-5.91,4.33,24.62,67.11,66.73,0.68
430,-113.319712289,42.5898661140001,2020-11-03 20:29:59+00:00,2020-11-04 21:59:59+00:00,423.0,80.0,Human,2020-11-03 00:20:59+00:00,WF,FI,42.59166,-113.3011,{689C482E-6DAA-489A-9D86-C6971A8E7CA8},403,Cassia,IDSCC,16031,US-ID,2020-IDTFD-000403,9.83,21.11,3.48,0.0,1.95,3.48,3.27,4.7,0.32,0.38,1.895,3.605,3.0700000000000003,4.75,3.42,10.594999999999999,0.0,-3.66,3.08,40.19,62.0,60.9,0.54
432,-105.672087191,40.9145076940001,2020-07-25 20:03:00+00:00,2020-07-28 19:17:00+00:00,17.0,5.0,Unknown,2020-07-23 18:48:00+00:00,WF,FI,40.91769,-105.6755,{66BF25E4-199D-4998-8A8F-A010FA081671},485,Larimer,COFTC,8069,US-CO,2020-COARF-000485,18.48,26.64,9.09,1.42,1.66,3.17,3.19,5.9,0.39,0.41,1.6183333333333334,2.831666666666667,3.1616666666666666,5.251666666666667,8.971666666666666,17.32,8.629999999999999,8.44,13.47,57.56,152.1,122.65,2.32
436,-111.012410791,33.2065551380001,2020-08-27 00:59:59+00:00,2020-08-27 00:59:59+00:00,349.0,200.0,Natural,2020-08-19 02:48:00+00:00,WF,FI,33.15347,-110.9025,{09BCC19B-3A4C-4CE2-B313-6C863A5A056B},1790,Pinal,AZTDC,4021,US-AZ,2020-AZA3S-001790,32.94,42.02,9.28,0.21,1.88,6.48,2.7,9.13,0.21,0.45,2.212222222222222,4.952222222222222,3.1722222222222225,6.775555555555555,10.402222222222223,30.72222222222222,7.1,10.88,21.9,29.88,138.78,129.86,2.38
448,-111.023410745,32.5147650390001,2020-08-30 22:09:59+00:00,2020-08-30 22:09:59+00:00,137.0,1.0,Natural,2020-08-27 22:09:00+00:00,WF,FI,32.51639,-111.0003,{CFA1F3B5-5DE0-4FAC-9B95-8EF9A07274F0},1906,Pinal,AZTDC,4021,US-AZ,2020-AZA3S-001906,34.62,42.66,9.58,0.09,1.66,3.91,2.48,5.02,0.22,0.38,2.0,3.8625,2.7824999999999998,5.1274999999999995,11.87,32.6875,6.390000000000001,12.06,23.34,28.44,130.87,117.4,2.23
458,-112.018711651,39.9191659320001,2020-06-07 17:00:00+00:00,2020-06-08 23:15:00+00:00,1977.0,0.1,Human,2020-06-05 23:55:59+00:00,WF,FI,39.87539,-112.0014,{C0209727-7250-45D3-9884-C2A3719A21DD},216,Utah,UTNUC,49049,US-UT,2020-UTNWS-000216,25.45,34.49,6.53,2.36,3.12,5.69,4.7,7.91,0.36,0.39,3.1875,5.8575,4.59,8.0975,5.9975000000000005,14.3575,31.46,4.5,14.98,29.25,159.9,130.04,2.44
460,-122.994013848,41.7788381990001,2020-07-29 23:15:00+00:00,2020-07-31 23:23:00+00:00,3.0,0.1,Unknown,2020-07-28 16:44:23+00:00,WF,FI,41.778833,-122.994,{E43F6DD1-DCB1-4226-8B22-E25E4ED8BCD6},5725,Siskiyou,CAYICC,6093,US-CA,2020-CAKNF-005725,25.47,35.2,7.08,0.05,0.2,0.66,1.4,2.75,0.34,0.47,0.20750000000000002,0.71,1.555,3.3125,6.35,24.677500000000002,0.060000000000000005,7.06,16.26,34.31,147.55,142.03,2.46
461,-110.453810691,33.3756351910001,2020-05-20 18:00:00+00:00,2020-05-20 18:00:00+00:00,3.0,3.0,Human,2020-04-30 02:35:59+00:00,WF,FI,33.43764,-110.4987,{D1AD6B6A-B983-4ED9-90A9-7BABF1230569},504,Gila,AZPHC,4007,US-AZ,2020-AZSCA-000504,23.91,32.99,7.26,0.0,2.51,4.12,3.88,5.87,0.51,0.54,2.3580952380952382,4.61,3.4995238095238093,6.240476190476191,5.766190476190476,22.348095238095237,1.99,7.01,15.47,37.69,150.01,123.9,2.22
468,-114.647928988,38.4949555790001,2020-08-20 03:00:00+00:00,2020-08-22 03:00:00+00:00,30.0,30.0,Human,2020-08-19 20:31:00+00:00,WF,FI,38.31,-114.4,{6A061D2A-2075-4573-9E91-8EDE23323351},40137,Lincoln,NVECC,32017,US-NV,2020-NVELD-040137,27.98,36.18,6.35,0.05,1.91,3.8,2.85,5.59,0.09,0.33,2.1375,4.3125,3.105,5.859999999999999,6.305,26.630000000000003,0.05,3.65,15.82,24.88,133.52,112.98,2.1
469,-114.313011496,34.1045850830001,2020-07-15 19:50:00+00:00,2020-07-20 20:48:00+00:00,56.0,3.0,Unknown,2020-07-14 08:32:59+00:00,WF,FI,34.50911,-112.4559,{EF6A2B0A-2113-4CBE-B56A-BFCC2805D350},1305,La Paz,AZPDC,4012,US-AZ,2020-AZCRA-001305,28.0,34.69,6.71,0.0,2.3,4.18,3.89,6.39,0.23,0.42,1.9028571428571428,3.66,3.1942857142857144,5.55,6.442857142857143,28.080000000000002,2.63,5.68,16.83,24.88,160.95,161.45,3.29
485,-108.237210565,37.270955863,2020-06-28 00:26:00+00:00,2020-07-27 14:00:00+00:00,2905.0,0.1,Natural,2020-06-14 18:40:59+00:00,WF,FI,37.27044,-108.235,{E82872D0-E03D-40A8-8AFD-CA68C8FFF834},416,Montezuma,CODRC,8083,US-CO,2020-COSJD-000416,14.76,22.34,4.76,0.33,2.6,4.7,4.71,7.9,0.38,0.41,1.7777272727272726,3.3027272727272727,3.2022727272727276,5.437045454545454,5.978863636363636,17.42659090909091,60.78,-2.26,6.25,39.31,168.24,168.64,3.23
486,-117.272595829,41.2466886510001,2020-07-24 14:32:00+00:00,2020-07-24 16:05:00+00:00,1100.33,0.1,Natural,2020-07-23 00:01:59+00:00,WF,FI,40.6442,-118.018,{5214F82B-7D46-4BE2-B97A-09E413D6F0AC},20176,Humboldt,NVCNC,32013,US-NV,2020-NVWID-020176,24.12,30.83,8.48,0.12,1.72,2.97,2.36,4.42,0.14,0.33,1.6949999999999998,2.95,2.315,3.965,7.475,24.6,0.16999999999999998,8.69,16.4,41.56,144.11,134.92,2.27
495,-112.119111055,33.8065851630001,2020-06-26 01:30:00+00:00,2020-06-26 01:30:00+00:00,899.0,50.0,Human,2020-06-23 21:20:00+00:00,WF,FI,33.80658,-112.1191,{AC42F550-E792-4C2F-815F-ABC8848CD6E0},989,Maricopa,AZPDC,4013,US-AZ,2020-AZA4S-000989,30.55,39.44,3.78,0.0,2.43,5.06,3.65,6.66,0.23,0.43,2.325,4.665,3.3775,6.0825,3.6275,31.1125,0.0,-1.51,14.52,14.12,160.91,160.36,2.75
505,-112.253411048,33.3717050970001,2020-05-29 16:21:00+00:00,2020-06-26 23:00:00+00:00,9.5,8.0,Human,2020-05-28 21:37:59+00:00,WF,FI,33.37601,-112.2534,{2D8896C4-848D-44E5-BB08-AF3DDA641161},1234,Maricopa,AZPHC,4013,US-AZ,2020-AZPMA-001234,33.55,43.3,3.78,0.0,2.55,5.0,3.63,6.43,0.13,0.38,2.5073333333333334,4.506,3.5343333333333335,5.893,3.945,32.14,0.14,-0.45,16.55,12.69,156.34,155.0,2.41
510,-110.689610773,33.829205243,2020-09-09 18:59:59+00:00,2020-10-14 17:00:00+00:00,8930.0,0.1,Natural,2020-08-23 02:58:59+00:00,WF,FI,33.84177,-110.6847,{B9267D7B-DD5D-41D3-B202-3B2381EF6CDF},867,Gila,AZSDC,4007,US-AZ,2020-AZFTA-000867,27.23,36.01,10.68,0.93,1.17,2.49,2.27,4.91,0.38,0.48,1.1858490566037736,2.1339622641509433,2.5160377358490567,4.151886792452831,5.625471698113207,22.269811320754716,18.43,11.98,19.6,43.31,131.72,121.43,2.23
519,-110.897610802,33.6616752080001,2020-08-31 02:00:00+00:00,2020-09-15 20:29:59+00:00,4452.0,0.1,Natural,2020-08-24 14:18:00+00:00,WF,FI,34.25652,-110.9437,{DE146034-7E82-4205-B0F6-AAF37C1B5714},2600,Gila,AZPHC,4007,US-AZ,2020-AZTNF-002600,25.73,35.22,9.28,0.43,0.37,0.81,1.72,2.95,0.41,0.48,0.3826086956521739,0.7578260869565218,1.9230434782608694,3.077391304347826,7.238695652173914,20.946521739130436,17.61,9.39,17.56,41.56,132.7,99.54,1.9
521,-110.437710688,33.3743051910001,2021-01-19 20:06:59+00:00,2021-01-19 20:06:59+00:00,88.0,5.0,Human,2021-01-13 20:34:00+00:00,WF,FI,33.36674,-110.4471,{7D05B017-457A-4539-8495-7EAA0BA09C21},83,Graham,AZPHC,4009,US-AZ,2021-AZSCA-000083,7.55,20.31,1.16,0.0,1.81,2.77,3.23,3.92,0.26,0.47,2.75,4.782857142857142,4.365714285714286,6.815714285714285,1.7428571428571427,9.714285714285714,1.79,-15.64,-4.05,17.75,70.06,64.37,0.54
522,-111.693126835,34.7387073730001,2020-06-07 03:11:00+00:00,2020-06-11 23:00:00+00:00,21.8,0.1,Human,2020-06-06 19:57:59+00:00,WF,FI,34.74257,-111.6873,{24ED50EE-8FE9-4784-900B-1CFB02A81F7F},672,Yavapai,AZFDC,4025,US-AZ,2020-AZCOF-000672,20.35,27.03,6.84,0.02,3.66,5.89,5.48,8.07,0.43,0.52,2.9949999999999997,5.47,4.515,7.553333333333334,4.27,20.798333333333336,0.02,6.05,13.19,41.81,165.55,166.33,3.19
527,-109.660510902,37.619265818,2020-05-20 02:00:00+00:00,2020-05-21 14:03:00+00:00,6.07,2.0,Natural,2020-05-18 21:53:59+00:00,WF,FI,37.61438,-109.6476,{5E639B58-DFD7-4B01-86FC-72E92CC637A4},39,San Juan,UTMFC,49037,US-UT,2020-UTSES-000039,20.08,30.33,3.48,0.0,3.75,6.84,5.46,9.27,0.27,0.35,3.5925,6.505,5.2125,8.7675,3.005,17.2075,0.01,-3.92,8.08,23.69,162.99,163.28,2.91
528,-115.679111637,32.6674248300001,2020-09-07 18:56:00+00:00,2020-09-07 18:56:00+00:00,1.8,1.0,Unknown,2020-08-12 04:36:00+00:00,WF,FI,32.68503,-115.6945,{E3BA0D9C-0BDF-4FAD-BCCE-B9B7EFB07576},12163,Imperial,CASBCC,6025,US-CA,2020-CACDD-012163,37.12,44.5,5.55,0.0,2.11,3.56,2.99,5.34,0.05,0.34,2.469629629629629,4.118518518518519,3.482222222222222,5.675925925925926,7.876666666666666,37.52074074074074,0.18000000000000002,5.04,21.08,14.56,146.54,143.27,2.63
530,-112.737511807,40.017805889,2020-06-14 21:49:59+00:00,2020-06-24 23:00:00+00:00,10.0,3.0,Natural,2020-06-12 10:30:00+00:00,WF,FI,40.0178,-112.7375,{C7F892AE-1D55-45FB-95A0-8334AD4B8AAF},264,Tooele,UTNUC,49045,US-UT,2020-UTSLD-000264,22.9,32.62,3.91,0.0,4.12,6.87,6.17,9.3,0.34,0.39,2.7830769230769232,5.012307692307692,4.007692307692308,6.777692307692307,5.075384615384616,19.356923076923078,3.51,-2.41,10.25,21.38,163.64,139.3,2.56
535,-108.441810914,40.003256208,2020-07-14 03:00:00+00:00,2020-07-14 21:00:00+00:00,5.3,5.3,Natural,2020-07-13 20:13:59+00:00,WF,FI,40.00017,-108.4437,{4385E3EF-1083-498E-ABBA-A763305D3A24},169,Rio Blanco,COCRC,8103,US-CO,2020-COWRD-000169,27.76,36.1,5.74,0.3,3.54,6.56,5.3,9.34,0.16,0.35,3.01,5.63,4.515,7.96,5.4350000000000005,26.71,0.32999999999999996,2.33,15.05,21.5,160.03,134.16,2.55
540,-117.884812137,34.1788148900001,2020-08-14 15:06:00+00:00,2020-10-01 15:00:00+00:00,220.0,125.0,Human,2020-07-30 20:26:00+00:00,WF,FI,34.17698,-117.883,{CA55F7D5-9C4C-4901-AFE4-6D8B24039E39},3063,Los Angeles,CAANCC,6037,US-CA,2020-CAANF-003063,25.84,33.56,7.63,0.0,1.79,3.86,2.37,5.02,0.15,0.34,1.64390625,3.50515625,2.2721875,4.6128125,8.60734375,25.18296875,0.65,8.51,17.18,38.5,155.12,155.59,2.91
550,-122.957313614,40.255285095,2020-07-29 02:10:00+00:00,2020-08-01 22:38:59+00:00,1.32,0.1,Natural,2020-07-28 00:07:00+00:00,WF,FI,40.31604,-122.9347,{84A3B980-DA16-4039-B823-74FD265556C7},1111,Tehama,CARICC,6103,US-CA,2020-CASHF-001111,27.17,36.33,7.2,0.12,0.2,0.72,1.32,2.45,0.22,0.46,0.188,0.6719999999999999,1.44,2.3,5.248,25.172,0.12,7.52,17.35,31.19,146.86,145.5,2.41
551,-108.518410913,39.865456185,2020-06-29 00:00:00+00:00,2020-07-27 16:30:00+00:00,9.0,2.0,Natural,2020-06-27 18:32:00+00:00,WF,FI,38.9459,-108.373267,{90007332-9151-4A05-A2C3-0AFABA6F717D},118,Rio Blanco,COCRC,8103,US-CO,2020-COWRD-000118,21.19,29.62,5.86,0.04,1.66,3.01,3.05,4.95,0.26,0.43,1.682258064516129,3.036774193548387,3.0138709677419357,5.104516129032258,6.085806451612903,22.01774193548387,22.95,2.17,11.68,34.94,166.85,153.47,2.73
554,-109.090410343,32.3881851130001,2020-08-19 00:00:00+00:00,2020-08-25 21:14:59+00:00,2320.0,0.1,Natural,2020-08-13 03:36:00+00:00,WF,FI,32.40935,-109.0732,{B7F00814-C2B9-45DC-A9C6-AD039406B7E5},751,Cochise,AZTDC,4003,US-AZ,2020-AZGID-000751,31.51,38.33,10.07,0.86,1.91,3.59,2.76,4.63,0.23,0.34,2.266153846153846,5.063076923076922,3.19,6.913076923076924,9.742307692307692,30.405384615384612,12.590000000000002,11.92,21.71,32.0,149.58,133.68,2.75
