id,x,y,containmentdatetime,controldatetime,dailyacres,discoveryacres,firecause,firediscoverydatetime,incidenttypecategory,incidenttypekind,initiallatitude,initiallongitude,irwinid,localincidentidentifier,poocounty,poodispatchcenterid,poofips,poostate,uniquefireidentifier,temp_2m,temp_2m_max,humidity,rain,wind_speed_2m,wind_speed_2m_max,wind_speed_10m,wind_speed_10m_max,surface_soil_wetness_5cm_below,surface_soil_wetness_to_bedrock,wind_speed_2m_mean,wind_speed_2m_max_mean,wind_speed_10m_mean,wind_speed_10m_max_mean,humidity_mean,temp_2m_mean,rain_sum,dew_frost_point_2m,wet_bulb_temp_2m,relative_humidity,clear_sky_photosynthetically_active_radiation,all_sky_photosynthetically_active_radiation,all_sky_surface_uv_index
2475,-121.601313619,41.6779353150001,2020-06-29 18:04:59+00:00,2020-07-04 19:20:00+00:00,4.8,0.1,Unknown,2020-06-28 00:27:00+00:00,WF,FI,41.68457,-121.593,{F4430AA8-2BDA-4EF3-8A1F-81031236D2FC},334,Siskiyou,CAMICC,6093,US-CA,2020-CAMDF-000334,10.96,16.43,5.31,0.04,1.01,1.37,4.34,5.49,0.48,0.51,0.7028571428571428,1.1428571428571428,2.792857142857143,4.007142857142857,5.188571428571429,14.972857142857142,0.05,2.05,6.5,59.19,165.15,152.41,2.35
2480,-120.863380315,40.420888281,2020-08-28 23:29:59+00:00,2020-08-28 23:29:59+00:00,9564.0,0.1,Unknown,2020-07-18 22:22:08+00:00,WF,FI,40.420883,-120.863367,{795DCBB1-F228-4F7B-9C92-14999DC4B397},3874,Lassen,CASIFC,6035,US-CA,2020-CALMU-003874,24.55,35.12,4.88,0.0,1.1,2.17,2.45,4.45,0.24,0.45,1.0826190476190476,2.0642857142857145,2.278095238095238,4.2057142857142855,5.366904761904761,23.14714285714286,10.65,0.72,12.64,25.5,157.49,156.44,2.75
2486,-120.965313298,40.1796152530001,2020-08-22 21:14:59+00:00,2020-08-25 03:00:00+00:00,50.0,1.0,Natural,2020-08-18 22:01:20+00:00,WF,FI,40.18488,-120.937,{0A58B53E-6401-419C-9AB7-EA18B822EF02},1331,Plumas,CAPNFC,6063,US-CA,2020-CAPNF-001331,25.13,34.73,8.97,0.0,0.41,0.85,2.28,4.42,0.21,0.45,0.5225,0.8362499999999999,2.12625,3.9125,5.2787500000000005,22.20625,0.5199999999999999,9.55,17.33,41.19,132.12,118.48,2.12
2493,-112.395411124,34.001885175,2020-04-27 20:00:00+00:00,2020-04-30 16:05:59+00:00,8.5,10.0,Human,2020-04-25 20:47:00+00:00,WF,FI,34.00102,-112.378,{021192C5-F747-4E9E-8018-E4B8B174D2C0},300,Yavapai,AZPDC,4025,US-AZ,2020-AZA5S-000300,24.02,33.08,4.88,0.0,3.27,5.71,4.75,8.28,0.42,0.47,2.361666666666667,4.273333333333333,3.69,5.848333333333333,5.858333333333333,25.388333333333332,0.0,1.77,12.9,26.12,149.66,150.04,2.52
2502,-110.978967324,37.4212939170001,2020-05-05 17:00:00+00:00,2020-05-05 17:00:00+00:00,22.0,7.0,Human,2020-04-08 20:55:59+00:00,WF,FI,37.41741,-110.9825,{951454DD-060C-4231-81CF-E401342E0DA3},65,Kane,UTCDC,49025,US-UT,2020-AZGLP-000065,12.51,19.24,4.46,0.98,2.09,4.01,3.0,5.19,0.39,0.41,2.369642857142857,4.635357142857143,3.4635714285714285,6.102142857142858,3.8939285714285714,13.00607142857143,7.48,-0.66,5.93,41.75,134.72,129.72,1.77
2506,-117.00612298,34.1015049310001,2020-05-28 03:00:00+00:00,2020-05-30 21:30:00+00:00,5.8,1.0,Human,2020-05-28 00:07:27+00:00,WF,FI,34.10181,-117.0002,{92667579-5B33-432A-97FD-72C5B4285F60},7835,San Bernardino,CASBCC,6071,US-CA,2020-CABDF-007835,25.82,35.17,7.81,0.0,1.59,3.49,2.33,4.8,0.36,0.41,2.2133333333333334,4.0200000000000005,3.186666666666667,5.616666666666667,7.260000000000001,21.596666666666664,0.0,8.65,17.23,37.81,157.55,157.69,2.59
2513,-111.997711701,40.337465981,2020-07-07 00:59:59+00:00,2020-07-07 12:00:00+00:00,105.0,1.0,Human,2020-07-05 00:32:00+00:00,WF,FI,40.29932,-111.9704,{E0E1E523-C9B3-43C7-B5E5-C979DA75E567},415,Utah,UTNUC,49049,US-UT,2020-UTNWS-000415,24.75,31.96,5.86,0.0,1.56,2.8,2.26,3.73,0.39,0.44,2.0166666666666666,3.25,2.9966666666666666,4.3500000000000005,5.656666666666666,24.72,0.0,3.11,13.93,27.44,163.23,163.09,3.05
2518,-112.644964695,34.438525805,2020-07-05 01:05:59+00:00,2020-07-05 02:00:00+00:00,41.0,0.1,Human,2020-07-02 18:33:59+00:00,WF,FI,34.43789,-112.6452,{165FE9A7-664A-4F35-9A12-FD0B2862047B},1136,Yavapai,AZPDC,4025,US-AZ,2020-AZPHD-001136,23.87,32.08,5.86,0.0,2.38,4.17,4.02,6.32,0.22,0.42,1.8875,3.5,3.1774999999999998,5.2575,7.0175,26.060000000000002,2.15,3.52,13.69,27.62,163.46,153.22,2.76
2528,-107.038010891,42.178416584,2020-08-16 00:00:00+00:00,2020-08-22 00:30:00+00:00,1786.0,0.1,Unknown,2020-08-07 20:55:00+00:00,WF,FI,42.16487,-107.0574,{B6BCD6CB-AA98-4EBC-9432-0F7DF4863C67},200527,Carbon,WYCPC,56007,US-WY,2020-WYRAD-200527,23.21,31.37,2.75,0.0,3.93,5.37,5.67,7.34,0.25,0.38,2.766875,4.94125,4.0675,6.815,4.875,22.93375,0.09,-7.16,8.02,13.38,147.48,146.87,2.47
2539,-119.677888326,38.590280105,2020-05-31 15:49:59+00:00,2020-06-02 21:01:59+00:00,1.25,0.1,Natural,2020-05-30 22:09:59+00:00,WF,FI,38.5933,-119.6489,{63CEBDF7-4E5A-4D72-8BF8-714FFB0F6992},30209,Alpine,NVSFC,6003,US-CA,2020-NVHTF-030209,11.28,16.9,5.43,0.04,3.24,5.53,5.01,8.11,0.38,0.41,1.87,3.4475,2.9124999999999996,5.0675,5.845,12.555,0.1,0.86,6.07,54.19,160.67,137.03,2.67
2546,-111.318943721,33.0796509420001,2020-05-23 17:00:00+00:00,2020-05-25 18:59:59+00:00,18.0,0.1,Human,2020-05-22 20:00:00+00:00,WF,FI,33.08287,-111.3125,{3410AD73-0513-49BE-8142-A1546941E617},539,Pinal,AZTDC,4021,US-AZ,2020-AZA3S-000539,25.26,34.03,2.38,0.0,2.34,4.15,3.32,5.5,0.16,0.38,2.4125,4.285,3.495,5.575,2.8975,24.69,0.0,-7.1,9.08,11.94,160.55,159.99,2.6
2550,-110.97711081,33.55894519,2020-06-06 00:04:59+00:00,2020-06-13 01:05:59+00:00,278.0,250.0,Natural,2020-05-29 22:47:59+00:00,WF,FI,33.57416,-110.955,{90C5474F-513F-478E-8ECC-48EFBFB8B346},1256,Gila,AZPHC,4007,US-AZ,2020-AZTNF-001256,32.34,41.55,5.86,0.02,1.83,3.22,2.67,4.26,0.23,0.44,2.454375,4.721875,3.520625,6.328749999999999,5.06125,28.981875,0.5,4.39,18.37,18.0,157.3,147.8,2.52
2560,-109.760610914,37.5359058000001,2020-07-30 21:00:00+00:00,2020-08-01 00:30:00+00:00,6.1,0.1,Natural,2020-07-29 21:16:00+00:00,WF,FI,37.53402,-109.7587,{90D9AD1C-3B6A-4C74-B94F-D3D15DE6969F},212,San Juan,UTMFC,49037,US-UT,2020-UTMOD-000212,28.12,35.84,5.55,0.0,1.71,4.05,2.3,5.09,0.27,0.34,2.3125,4.7775,3.315,6.215,5.797499999999999,28.4025,0.01,2.38,15.25,21.81,157.62,157.52,3.06
2570,-110.462210692,33.3604951880001,2020-08-02 00:00:00+00:00,2020-08-07 18:59:59+00:00,5.5,0.1,Human,2020-08-01 20:42:59+00:00,WF,FI,33.35724,-110.4474,{7FCD2C62-D4B0-49E2-B2FA-C710EB9920C3},2332,Gila,AZPHC,4007,US-AZ,2020-AZSCA-002332,31.05,39.06,10.68,0.7,2.17,4.32,3.19,5.67,0.27,0.47,2.198571428571429,4.645714285714286,3.184285714285714,6.1571428571428575,8.118571428571428,30.642857142857142,1.65,12.9,21.98,35.25,152.38,129.15,2.64
2576,-110.443610682,33.2833351780001,2020-07-24 01:25:00+00:00,2020-07-24 01:25:00+00:00,8.13,0.1,Human,2020-07-22 17:28:00+00:00,WF,FI,33.283333,-110.4437,{87A67AFF-77C5-4923-A498-659324BF8CDE},2197,Graham,AZPHC,4009,US-AZ,2020-AZSCA-002197,27.31,32.75,11.84,0.77,1.24,2.34,1.73,3.16,0.21,0.47,1.43,2.6633333333333336,2.013333333333333,3.5866666666666664,13.243333333333334,24.596666666666664,7.29,14.45,20.88,47.31,155.4,118.95,2.4
2588,-107.511184223,33.5406768330001,2020-07-19 20:45:00+00:00,2020-07-19 21:55:00+00:00,109.0,0.1,Natural,2020-07-18 16:54:51+00:00,WF,FI,33.52906,-107.5311,{5128AC41-196E-4F9F-BB36-725259CC199B},303,Socorro,NMABC,35053,US-NM,2020-NMCIF-000303,24.34,30.16,10.38,2.3,1.91,3.47,2.79,4.89,0.36,0.35,2.2199999999999998,4.265,3.14,5.97,10.775,24.23,2.8099999999999996,11.23,17.79,45.69,159.55,107.7,2.37
2595,-110.437410682,33.2962351800001,2021-01-14 23:35:00+00:00,2021-01-14 23:35:00+00:00,1.6,1.6,Human,2021-01-09 02:19:00+00:00,WF,FI,33.30144,-110.4526,{105348C7-4808-4999-AE46-6054200C9640},46,Graham,AZPHC,4009,US-AZ,2021-AZSCA-000046,6.5,13.4,1.83,0.0,2.14,4.98,3.34,6.84,0.27,0.47,1.8883333333333334,3.598333333333333,3.19,5.056666666666667,1.71,6.096666666666667,0.0,-10.92,-2.21,28.88,68.97,68.99,0.56
2601,-109.178511278,41.5598263420001,2020-07-07 15:59:59+00:00,2020-07-07 18:00:00+00:00,1.5,0.1,Unknown,2020-07-06 13:43:00+00:00,WF,FI,41.55982,-109.1785,{6A31400F-170C-4922-83AC-FB69281EE9B7},200271,Sweetwater,WYCPC,56037,US-WY,2020-WYSWX-200271,23.78,34.18,4.58,0.0,3.27,5.69,4.66,7.44,0.22,0.38,4.125,7.465,5.785,9.91,4.215,24.04,0.03,-1.02,11.37,25.25,164.82,158.05,3.13
2604,-112.472611605,38.79829577,2020-06-02 03:00:00+00:00,2020-06-09 20:00:00+00:00,6.6,0.1,Human,2020-06-01 23:45:59+00:00,WF,FI,38.84449,-112.4232,{F79B6DE4-84EA-442B-84EE-6055595B8557},200117,Millard,UTRFC,49027,US-UT,2020-UTSCS-200117,23.71,32.09,4.46,0.0,3.65,5.89,5.56,8.09,0.3,0.38,2.9544444444444444,5.0344444444444445,4.325555555555556,7.0,5.337777777777777,19.558888888888887,20.03,-0.38,11.66,22.38,163.95,158.65,3.04
2611,-112.47071117,34.4035052240001,2020-07-16 20:03:59+00:00,2020-08-13 18:00:00+00:00,3.6,0.3,Natural,2020-07-12 17:47:00+00:00,WF,FI,34.41416,-112.4518,{67D4BB71-5947-4272-B599-97BED3761CBA},1279,Yavapai,AZPDC,4025,US-AZ,2020-AZPNF-001279,31.65,39.56,7.51,0.03,1.61,2.67,2.67,4.09,0.23,0.42,1.9621212121212122,3.675757575757576,3.295757575757576,5.6012121212121215,6.871212121212121,28.00060606060606,16.040000000000003,7.19,19.42,24.19,157.95,135.28,2.69
2612,-111.748511082,35.0421453490001,2020-07-30 01:30:00+00:00,2020-08-03 17:45:00+00:00,6.0,2.0,Natural,2020-07-29 16:44:00+00:00,WF,FI,35.04311,-111.7493,{E9DC2766-31AA-45E1-B3A7-C3D15F13631A},1251,Coconino,AZFDC,4005,US-AZ,2020-AZCOF-001251,26.39,36.65,5.86,0.0,0.51,0.8,2.5,3.53,0.42,0.49,0.5683333333333334,0.9766666666666667,2.5716666666666668,4.008333333333333,6.846666666666667,26.713333333333335,0.78,3.12,14.76,25.44,157.98,155.91,3.06
2626,-112.721911167,33.746205123,2020-07-02 00:59:59+00:00,2020-07-03 00:59:59+00:00,2.5,2.5,Human,2020-07-01 20:39:00+00:00,WF,FI,33.74626,-112.722,{1298FD97-6FC9-401C-985B-2959C81DAF6B},1132,Maricopa,AZPDC,4013,US-AZ,2020-AZA4S-001132,31.07,39.8,4.03,0.0,2.88,5.54,3.96,7.24,0.07,0.37,2.3266666666666667,4.293333333333333,3.2133333333333334,5.506666666666667,6.41,32.70666666666667,0.14,0.36,15.71,14.75,161.9,162.2,2.77
2627,-108.341210805,39.283706124,2020-07-16 18:04:00+00:00,2020-07-17 00:00:00+00:00,1.3,0.1,Natural,2020-07-15 21:17:00+00:00,WF,FI,39.30157,-108.5276,{C4F3F1EC-BD5E-4B65-B7A8-57AEB982A3A8},260,Mesa,COGJC,8077,US-CO,2020-COGRD-000260,25.67,34.72,5.62,0.03,1.7,3.05,2.71,4.23,0.17,0.42,2.1333333333333333,3.983333333333333,3.28,5.7,7.0,25.233333333333334,0.97,2.0,13.83,24.88,160.7,138.59,2.73
2628,-111.352010842,32.977215089,2020-07-08 22:54:59+00:00,2020-07-09 19:24:00+00:00,19.0,10.0,Human,2020-07-08 16:28:00+00:00,WF,FI,32.972,-111.3477,{B73B4D22-5115-4506-82C5-9634116345A0},1243,Pinal,AZTDC,4021,US-AZ,2020-AZA3S-001243,34.79,42.37,7.81,0.0,2.11,3.8,3.05,4.8,0.08,0.38,2.1849999999999996,4.01,3.125,5.09,7.385,34.83,0.0,9.09,21.94,22.5,161.27,160.0,3.16
2632,-110.449110688,33.3396551860001,2021-03-01 01:12:00+00:00,2021-03-03 00:00:00+00:00,3.0,0.1,Human,2021-02-28 21:49:59+00:00,WF,FI,33.33284,-110.4552,{29CCE8C1-0650-4924-AFFE-3BB6ABDA82AE},298,Gila,AZPHC,4007,US-AZ,2021-AZSCA-000298,3.53,9.9,1.53,0.0,2.54,6.34,3.84,8.98,0.46,0.48,3.155,6.1675,4.8825,8.7925,2.1375,7.16,0.06,-13.1,-4.78,30.25,106.41,93.38,1.1
2639,-109.453410448,32.829325161,2020-06-09 01:44:59+00:00,2020-06-10 00:30:00+00:00,4.6,0.1,Human,2020-06-08 23:10:00+00:00,WF,FI,32.82151,-109.4676,{BDEBDBA0-14BB-43FE-975A-CC9FE3D52452},435,Graham,AZTDC,4009,US-AZ,2020-AZGID-000435,20.22,28.82,3.6,0.0,3.83,7.68,5.67,10.71,0.3,0.4,2.8800000000000003,5.273333333333333,4.326666666666667,7.253333333333334,2.89,21.046666666666667,0.0,-3.09,8.56,22.25,165.62,166.55,3.15
2642,-111.985111071,34.348635243,2020-08-20 19:04:00+00:00,2020-09-21 20:25:00+00:00,68.0,1.0,Natural,2020-08-18 23:24:46+00:00,WF,FI,34.34442,-111.9716,{4CFD73E3-2022-4F74-B3C1-3C13566CC794},1665,Yavapai,AZPDC,4025,US-AZ,2020-AZPNF-001665,31.9,40.3,8.06,0.64,1.76,2.81,2.79,3.88,0.23,0.48,1.8374285714285714,3.5894285714285714,2.878,5.026285714285714,7.33,26.85257142857143,23.96,8.57,20.23,25.62,138.59,108.45,2.08
2646,-112.955211987,41.035785983,2020-07-26 00:00:00+00:00,2020-07-26 00:30:00+00:00,5.0,0.1,Natural,2020-07-24 01:05:47+00:00,WF,FI,40.90602,-112.9341,{46796AB4-AB2D-4D63-B40A-1394746F7582},552,Box Elder,UTNUC,49003,US-UT,2020-UTHIAQ-000552,25.46,32.2,7.81,0.31,1.91,3.23,2.68,3.95,0.3,0.38,1.7533333333333332,2.6733333333333333,2.4933333333333336,3.563333333333333,7.526666666666666,26.546666666666667,0.41000000000000003,7.62,16.54,37.06,153.12,140.94,2.49
2657,-108.974210924,39.1351860600001,2020-07-14 17:39:59+00:00,2020-07-14 21:32:00+00:00,6.0,20.0,Natural,2020-07-13 04:05:59+00:00,WF,FI,39.13893,-108.9821,{BCE625D5-540A-49CA-8989-8A660381CBBE},230,Mesa,COGJC,8077,US-CO,2020-COGRD-000230,28.98,36.83,6.1,0.67,3.7,6.47,5.52,8.97,0.16,0.45,3.265,5.885,4.824999999999999,8.05,5.795,28.310000000000002,0.77,3.32,16.15,20.88,161.59,136.28,2.8
2674,-120.344513129,39.6733052610001,2020-02-18 18:06:00+00:00,2020-02-20 00:33:00+00:00,102.0,2.0,Human,2020-02-17 20:55:00+00:00,WF,FI,39.66827,-120.353,{0B11F84F-5759-4B10-854E-5672B8415048},141,Sierra,CAGVCC,6091,US-CA,2020-CATNF-000141,2.19,9.4,2.87,0.0,0.02,0.03,2.76,3.37,0.77,0.74,0.0775,0.545,2.2249999999999996,3.08,2.9775,2.34,0.0,-6.06,-1.94,58.0,81.5,79.63,0.7
2679,-112.065811081,34.2801752300001,2020-09-05 00:59:59+00:00,2020-09-09 00:59:59+00:00,98.0,16.0,Natural,2020-08-27 22:21:59+00:00,WF,FI,34.26837,-112.0958,{3B4E0CFD-B39D-4BEC-A2B7-F2EEAF6D424C},1780,Yavapai,AZPDC,4025,US-AZ,2020-AZPHD-001780,28.85,36.18,10.38,1.77,1.07,2.28,1.78,3.82,0.35,0.48,1.97,3.822857142857143,3.039285714285714,5.378571428571428,7.952142857142857,26.93,13.420000000000002,12.13,20.49,39.38,128.04,118.26,2.16
2682,-110.917010719,32.441445034,2020-10-21 18:59:59+00:00,2020-10-21 18:59:59+00:00,47.0,0.1,Human,2020-10-19 01:12:59+00:00,WF,FI,32.4415,-110.9171,{4D2CD05B-6697-45C7-BF62-EFC557F8CC15},990,Pima,AZTDC,4019,US-AZ,2020-AZCNF-000990,23.48,31.95,2.99,0.0,1.38,3.51,2.01,4.59,0.11,0.42,1.4433333333333334,3.2733333333333334,2.19,4.293333333333334,2.766666666666667,23.27,0.0,-4.94,9.27,14.88,97.27,93.07,1.29
2686,-107.311010382,37.450225947,2020-08-06 23:29:59+00:00,2020-09-10 17:00:00+00:00,107.0,5.0,Natural,2020-06-15 20:26:00+00:00,WF,FI,37.39183,-107.3515,{9B439892-081C-4249-A1DB-F524967B52DA},436,Hinsdale,CODRC,8053,US-CO,2020-COSJF-000436,13.96,22.24,3.54,0.0,0.54,1.2,2.59,4.05,0.37,0.4,0.4097727272727273,0.9094318181818182,2.2085227272727272,3.4709090909090907,5.790795454545454,15.034999999999998,106.66,-5.67,4.15,26.62,168.08,164.84,3.24
2688,-111.715311035,34.563535287,2020-11-04 18:30:00+00:00,2020-11-06 17:13:59+00:00,1.2,0.1,Natural,2020-11-03 17:50:56+00:00,WF,FI,34.66445,-111.7167,{EECF5A7B-2A6B-4201-9BAF-19DC1B6BB2CC},2033,Yavapai,AZFDC,4025,US-AZ,2020-AZCOF-002033,18.33,26.96,4.27,0.09,1.91,3.63,3.16,4.89,0.21,0.47,2.38,4.275,3.9125,6.1125,3.9974999999999996,18.5175,0.62,-0.34,8.99,30.44,81.97,57.1,0.76
2690,-109.732310487,32.5495351060001,2020-07-17 02:00:00+00:00,2020-07-17 20:25:00+00:00,6.7,0.1,Natural,2020-07-15 19:22:59+00:00,WF,FI,32.5587,-109.7426,{2A92EC63-EF91-4875-9DB0-0218B4844E97},627,Graham,AZTDC,4009,US-AZ,2020-AZCNF-000627,27.71,33.16,9.52,1.35,2.09,5.38,2.96,7.09,0.26,0.39,1.92,4.346666666666667,2.706666666666667,5.756666666666667,10.74,27.71666666666667,5.28,11.04,19.37,36.12,158.89,110.87,2.42
2700,-111.974211913,41.896106155,2020-07-21 14:15:00+00:00,2020-07-21 14:15:00+00:00,2.0,2.0,Unknown,2020-07-19 17:06:59+00:00,WF,FI,41.8961,-111.9721,{32989CC3-9BC4-4FAB-8F5F-968607486B65},516,Cache,UTNUC,49005,US-UT,2020-UTSLD-000516,23.01,30.24,6.65,0.0,1.75,3.34,2.7,4.88,0.59,0.64,1.7233333333333334,3.06,2.7866666666666666,4.46,7.096666666666667,22.633333333333336,0.0,4.81,13.9,33.88,157.03,154.66,2.81
2703,-112.946411251,34.2684951790001,2020-06-13 15:00:00+00:00,2020-06-13 15:00:00+00:00,298.0,30.0,Human,2020-05-27 20:34:00+00:00,WF,FI,34.26477,-112.9519,{AE483D80-E9DA-4E42-BC5F-4AC01A0C89DC},606,Yavapai,AZPDC,4025,US-AZ,2020-AZA5S-000606,28.59,37.52,4.39,0.0,2.37,5.1,3.62,6.7,0.29,0.39,3.018333333333333,5.735555555555555,4.368888888888889,7.634444444444444,4.286111111111111,26.715,0.15,0.13,14.37,18.12,159.09,157.75,2.55
2705,-112.139111085,34.149845208,2020-06-07 00:00:00+00:00,2020-06-09 00:00:00+00:00,3964.0,0.1,Human,2020-05-31 18:04:00+00:00,WF,FI,34.13454,-112.1454,{D8D894D8-7059-4860-A978-4DC62D5622B6},756,Yavapai,AZPDC,4025,US-AZ,2020-AZPHD-000756,28.98,37.31,6.23,0.02,2.46,4.65,3.68,6.08,0.35,0.45,2.569,4.769,3.776,6.3759999999999994,5.659000000000001,26.675,0.11,5.25,17.12,24.88,162.23,152.84,2.84
2709,-110.571910642,32.329565034,2020-09-08 23:15:00+00:00,2020-10-06 20:29:59+00:00,168.0,0.1,Natural,2020-09-07 02:31:00+00:00,WF,FI,32.29486,-110.6657,{F9654EA8-9236-4E6A-91FC-9908AD299DF5},878,Pima,AZTDC,4019,US-AZ,2020-AZCNF-000878,30.32,38.36,8.18,0.0,3.02,5.94,4.33,8.09,0.22,0.42,2.280333333333333,4.566999999999999,3.359666666666667,6.134333333333333,5.4943333333333335,26.062666666666665,3.71,8.85,19.58,28.12,131.14,131.76,2.26
2715,-113.412311605,37.141425509,2020-06-11 06:59:59+00:00,2020-06-21 23:29:59+00:00,5.5,2.0,Human,2020-06-10 23:23:00+00:00,WF,FI,37.20831,-113.1872,{D62BA016-10E3-4BFB-BD3D-1B36F5748180},237,Washington,UTCDC,49053,US-UT,2020-UTSWS-000237,20.97,29.72,3.48,0.0,2.45,4.57,3.55,6.09,0.31,0.37,2.9575,5.324166666666667,4.319166666666667,7.135000000000001,3.7841666666666662,22.8625,0.0,-3.49,8.74,21.31,166.62,165.51,2.96
2730,-115.252911567,32.763214863,2020-12-22 20:03:00+00:00,2020-12-22 20:03:00+00:00,3.5,1.5,Unknown,2020-12-19 06:39:00+00:00,WF,FI,32.77404,-115.2711,{32138263-FF63-46C9-A516-2233392E1E96},20390,Imperial,CASBCC,6025,US-CA,2020-CACDD-020390,11.08,21.13,2.08,0.0,2.48,4.58,4.01,5.91,0.09,0.41,1.975,3.4975,3.1574999999999998,4.8325000000000005,2.0925000000000002,13.305,0.0,-7.68,1.7,26.81,66.85,65.06,0.53
2735,-112.410711162,34.4397252320001,2020-12-08 21:14:59+00:00,2020-12-09 20:15:00+00:00,1.3,1.0,Human,2020-12-08 15:12:11+00:00,WF,FI,34.42761,-112.4056,{67DE7393-D256-4F19-8C26-8C1A511F0A2C},2418,Yavapai,AZPDC,4025,US-AZ,2020-AZPNF-002418,8.65,18.9,1.53,0.0,2.08,3.38,3.96,5.3,0.2,0.42,1.85,3.04,3.6,4.75,1.65,9.035,0.0,-12.91,-2.13,20.69,65.24,61.16,0.55
2757,-122.934813639,40.457175111,2020-08-27 14:29:59+00:00,2020-08-28 21:00:00+00:00,230.0,1.0,Natural,2020-08-17 22:57:53+00:00,WF,FI,40.4565,-122.936,{D9DBC051-7C60-4358-9E97-95416B68505E},1270,Trinity,CARICC,6105,US-CA,2020-CASHF-001270,25.88,33.23,6.29,0.88,0.16,0.44,1.07,1.67,0.16,0.46,0.19416666666666668,0.5425,1.5241666666666667,2.31,6.195,23.343333333333334,0.95,5.11,15.49,30.12,129.59,45.38,0.87
2759,-110.452210686,33.3038351810001,2021-01-15 20:50:00+00:00,2021-01-25 16:40:00+00:00,3.0,0.1,Human,2021-01-15 20:44:00+00:00,WF,FI,33.30383,-110.4522,{7D1E0D08-97BF-446C-8D11-FCDCD347B179},95,Gila,AZPHC,4007,US-AZ,2021-AZSCA-000095,9.21,19.76,1.46,0.0,3.64,5.76,5.7,8.04,0.24,0.47,2.7036363636363636,5.021818181818182,4.134545454545454,7.085454545454545,3.666363636363636,8.391818181818183,29.4,-13.27,-2.02,18.94,71.97,70.91,0.58
2762,-113.121411556,37.210065537,2020-08-25 17:35:00+00:00,2020-08-25 19:30:00+00:00,15.0,5.0,Natural,2020-08-24 02:26:59+00:00,WF,FI,37.21934,-113.1632,{AA1726A8-2E7E-4D06-B074-48CD590403D5},741,Washington,UTCDC,49053,US-UT,2020-UTCCD-000741,28.36,36.1,10.01,0.09,1.83,3.68,2.68,4.69,0.33,0.34,2.06,4.385,3.0650000000000004,5.73,9.125,28.564999999999998,0.45999999999999996,11.33,19.84,38.94,133.91,132.3,2.31
2772,-107.10631031,37.171945921,2020-08-27 20:55:00+00:00,2020-08-29 17:00:00+00:00,5.0,1.0,Natural,2020-08-27 17:43:44+00:00,WF,FI,37.17194,-107.1063,{DA33B4A8-E9E4-4941-AE26-33806BECA509},1022,Archuleta,CODRC,8007,US-CO,2020-COSJF-001022,20.65,29.82,9.95,1.02,1.51,3.33,2.24,4.55,0.32,0.34,2.0066666666666664,4.333333333333333,3.063333333333333,6.183333333333334,9.38,19.366666666666667,3.14,9.52,15.09,56.12,136.08,102.38,2.05
2773,-113.100011281,34.277385172,2020-08-10 00:42:00+00:00,2020-08-11 00:59:59+00:00,2.0,0.7,Human,2020-08-09 21:59:00+00:00,WF,FI,34.27744,-113.1,{DA5A670F-851A-4607-90D3-D5508E06FE55},1636,Yavapai,AZPDC,4025,US-AZ,2020-AZA5S-001636,31.08,38.9,3.6,0.0,2.35,4.58,3.32,5.78,0.12,0.37,2.4966666666666666,4.953333333333333,3.5666666666666664,6.330000000000001,4.7,31.12,0.0,-2.2,14.44,11.81,151.39,151.91,2.89
2776,-122.9979434,38.597450967,2020-10-03 00:59:59+00:00,2020-10-10 00:59:59+00:00,363220.0,0.1,Unknown,2020-08-17 18:57:02+00:00,WF,FI,38.597446,-122.99793,{2A5481B2-B479-4124-81B0-5463F9D16A17},13407,Sonoma,CALNCC,6097,US-CA,2020-CALNU-013407,23.79,30.07,8.91,0.56,2.72,3.58,4.05,5.19,0.27,0.46,1.9010909090909092,2.6416363636363633,3.2572727272727273,4.61,7.8358181818181825,19.176545454545455,2.42,12.11,17.95,49.38,132.3,65.0,1.15
2783,-120.096712849,37.7242651080001,2020-01-04 02:00:00+00:00,2020-01-08 18:55:00+00:00,17.0,1.0,Human,2020-01-03 21:27:00+00:00,WF,FI,37.720983,-120.09576,{639C377C-1BE5-40EE-88DC-C50374CD21F1},5,Mariposa,CASTCC,6043,US-CA,2020-CASTF-000005,9.03,16.96,4.88,0.0,1.32,2.43,3.36,4.43,0.67,0.66,1.0216666666666667,1.955,2.2600000000000002,4.065,4.373333333333333,7.04,0.03,2.19,5.62,64.06,54.02,44.12,0.29
2790,-114.626711635,35.069345184,2020-10-01 14:00:00+00:00,2020-10-01 18:59:59+00:00,46.775,1.0,Human,2020-09-27 01:02:59+00:00,WF,FI,35.13782,-114.5865,{B2CD0B4F-9714-47E8-8C3C-C4E53F0A45BD},501582,Clark,NVLIC,32003,US-NV,2020-NVCLRX-501582,28.6,37.14,3.85,0.0,2.05,4.05,2.95,5.89,0.09,0.38,2.588,4.212,3.84,5.67,2.734,28.092000000000002,0.0,-0.96,13.82,15.44,111.48,111.91,1.63
