sum_rain,sum_snow,DiscoveryAcres,total_acres,temp_2m,temp_2m_max,humidity,rain,wind_speed_2m,wind_speed_2m_max,wind_speed_10m,wind_speed_10m_max,surface_soil_wetness_5cm_below,surface_soil_wetness_to_bedrock,landcover_class
89.64999999999999,2.64,13.5,27.0,21.23,29.67,4.88,0.0,2.06,3.64,4.27,6.65,0.2,0.34,158
110.73999999999998,1.98,120.0,851.0,23.67,34.51,6.41,4.07,4.13,7.34,6.05,10.8,0.27,0.44,186
63.28,0.0,0.1,3130.1,28.87,35.77,4.46,0.09,2.72,5.76,3.77,7.2,0.09,0.35,498
142.38,0.0,0.1,92.1,34.65,43.3,5.0,0.0,2.52,4.2,3.77,5.57,0.16,0.38,460
110.74,0.0,5.0,17.0,33.33,41.33,8.24,0.04,2.04,3.13,2.85,3.78,0.09,0.37,472
110.74,4.62,20.0,38.0,15.12,21.76,2.62,0.0,3.65,6.61,6.26,10.44,0.32,0.39,491
47.46,1.98,0.1,6845.1,27.76,35.88,8.3,0.65,2.38,3.58,3.47,4.53,0.19,0.34,484
142.38,0.0,0.1,20.1,30.98,38.59,8.36,0.23,2.01,4.51,2.81,5.98,0.19,0.47,444
110.74,0.66,50.0,11462.0,22.05,29.51,4.7,0.71,1.74,2.89,5.02,8.09,0.3,0.47,158
89.64999999999999,2.64,1.0,10.0,15.69,21.13,6.65,0.97,0.93,1.99,1.47,3.04,0.34,0.35,151
137.1,0.0,3.0,10.9,31.6,39.65,9.16,0.04,2.12,4.58,3.1,6.08,0.26,0.47,474
105.47,1.98,0.1,13.4,9.56,19.31,3.36,0.0,2.87,5.22,4.55,6.63,0.45,0.47,187
189.84,0.0,4.0,29.0,20.33,29.36,5.98,0.0,0.66,1.06,2.88,3.95,0.27,0.48,158
200.39,0.0,2.0,34.0,16.82,25.59,4.39,0.0,2.79,6.09,4.13,8.33,0.45,0.49,461
232.02,2.64,0.1,2188.1,18.19,26.47,3.97,0.0,0.31,0.8,1.47,2.56,0.15,0.46,175
184.57,0.0,0.1,2.0,20.42,30.96,2.14,0.0,3.1,6.17,4.63,8.69,0.26,0.47,460
31.64,0.0,15.0,90.0,15.05,26.07,1.71,0.0,2.8,6.62,4.16,8.91,0.2,0.38,472
31.64,0.66,0.1,221.81,28.68,36.86,4.27,0.04,1.41,3.4,2.05,4.41,0.09,0.33,183
237.31,7.920000000000001,10.0,19.7,10.71,19.43,3.23,0.03,1.8,3.1,3.67,5.88,0.48,0.48,557
384.96,4.62,0.1,18.1,27.62,35.89,7.75,0.03,0.21,0.62,1.38,2.52,0.26,0.45,44
58.010000000000005,0.66,30.0,1618.0,26.93,35.6,5.37,0.0,2.19,5.06,3.15,6.77,0.12,0.35,187
58.0,0.0,3.0,26.0,16.41,24.6,4.46,0.28,1.79,3.16,2.8,4.08,0.18,0.34,461
84.36999999999999,0.66,20.0,885.52,22.98,31.4,2.14,0.0,2.67,5.01,3.85,6.48,0.1,0.33,491
263.67,3.3000000000000003,0.1,3.3000000000000003,24.45,33.22,3.6,0.07,1.03,1.5,2.59,3.4,0.12,0.46,163
100.18999999999998,0.0,1.0,3080.0,36.25,44.03,9.58,0.21,2.54,3.8,3.52,4.63,0.09,0.37,474
100.18,1.32,0.1,423.1,25.27,33.83,7.39,0.53,1.95,2.84,2.8,4.26,0.24,0.35,582
158.19,4.62,89.0,178.0,12.37,23.09,2.08,0.0,0.62,1.17,1.49,2.1,0.31,0.34,148
110.74,0.0,60.0,120.0,29.49,38.42,12.27,0.15,2.33,4.98,3.29,7.01,0.34,0.4,358
84.37,0.66,250.0,762.0,6.14,12.69,3.85,12.85,3.51,6.48,6.71,11.41,0.44,0.4,583
105.46,1.32,5.0,4015.0,21.11,29.22,8.48,0.05,0.72,1.53,1.49,2.8,0.32,0.35,158
36.91,0.0,1.0,349.28,17.73,26.9,2.38,0.0,1.98,3.39,3.13,4.35,0.17,0.34,187
142.39,0.0,0.1,200.1,24.65,34.01,10.38,0.95,1.27,2.21,2.19,3.43,0.41,0.49,158
237.3,0.0,0.1,2.45,22.08,32.12,5.0,0.0,1.95,4.22,3.08,5.88,0.44,0.48,474
89.64,3.3,1.0,2.5,14.08,22.83,3.17,0.0,4.59,7.95,7.13,11.41,0.2,0.41,189
84.38,0.06,0.1,681.2,16.16,26.87,3.05,0.0,1.47,3.18,3.13,5.88,0.45,0.47,302
137.1,3.0,1.5,3.08,5.0,10.76,2.08,0.0,0.57,1.12,3.64,5.73,0.33,0.46,48
290.04,0.0,0.1,72.1,23.82,31.69,4.88,0.0,2.56,5.55,3.76,7.5,0.41,0.5,48
73.82,1.32,0.1,107.1,26.86,36.3,6.53,0.0,1.55,2.56,2.27,3.9,0.22,0.41,187
300.59000000000003,0.0,0.3,3.3,19.03,22.33,9.03,0.07,2.64,3.81,3.24,4.62,0.23,0.47,300
58.00999999999999,0.0,1.0,8.64,17.95,26.02,2.38,0.0,1.56,3.62,2.23,4.89,0.14,0.34,187
290.04,0.0,1.1,2.2,24.6,33.93,6.77,0.0,1.83,3.51,2.86,4.61,0.51,0.55,474
263.66,0.66,0.1,4.1,21.75,31.19,5.0,0.0,2.73,4.98,4.15,6.66,0.44,0.47,474
89.63999999999999,1.32,5.0,225.0,22.18,31.05,4.33,0.1,3.88,7.07,5.88,9.79,0.29,0.4,187
63.27999999999999,1.32,0.1,267.1,24.43,32.74,8.91,0.83,2.55,5.7,3.55,7.88,0.24,0.47,490
105.46,0.0,15.0,110.0,36.34,44.19,6.47,0.0,2.48,3.98,3.38,4.96,0.07,0.37,474
158.21,3.3000000000000003,5.0,64.72,20.85,28.88,6.1,0.03,1.72,2.55,3.12,3.95,0.34,0.39,489
105.48,0.0,0.1,1088.1,31.0,39.55,4.33,0.0,2.4,3.8,3.44,4.64,0.1,0.38,470
121.29,5.38,3.0,6.0,5.91,12.83,3.42,0.09,0.98,1.55,1.97,2.93,0.51,0.52,582
158.2,0.0,0.1,2.1,20.94,27.71,9.4,0.84,2.38,4.23,3.48,5.61,0.41,0.45,158
189.85,0.0,0.1,2.1,30.0,40.64,4.03,0.0,2.09,3.93,3.33,5.22,0.27,0.38,472
110.74,0.0,0.1,14.1,13.48,22.01,2.87,0.0,2.66,5.16,4.08,6.98,0.38,0.41,474
163.47,0.0,1.0,4.5,34.23,42.41,10.25,0.94,2.12,3.42,3.02,4.4,0.12,0.37,358
390.2299999999999,5.28,0.1,83.5,21.02,31.82,5.68,0.0,0.27,0.45,1.7,2.55,0.33,0.39,163
121.29,3.96,2.5,5.0,5.08,12.98,3.36,0.0,2.02,3.29,3.98,6.12,0.41,0.43,189
137.1,0.0,0.1,50.1,27.4,36.55,3.48,0.0,2.67,5.18,3.96,7.08,0.23,0.41,462
100.19,1.32,3.0,275.3,20.77,29.36,6.04,0.16,3.06,6.52,4.12,8.63,0.3,0.4,489
42.19,1.98,15.0,78.0,23.35,32.14,5.13,0.0,1.98,4.57,2.84,6.26,0.18,0.34,489
226.75,0.66,1000.0,39628.0,22.26,30.13,7.75,1.63,3.95,7.57,5.74,10.1,0.42,0.45,183
121.29,3.3000000000000003,0.3,1282.3,20.26,28.46,6.59,0.42,0.39,0.97,1.54,2.37,0.19,0.43,151
137.1,0.0,0.1,7.1,30.28,39.64,2.81,0.0,2.3,3.9,3.27,4.76,0.09,0.37,472
221.48,2.64,0.1,14.87,22.92,32.78,5.86,0.0,1.06,1.81,2.06,2.93,0.31,0.42,182
36.91,0.0,0.1,17.700000000000003,17.19,26.22,3.42,0.0,0.7,1.09,2.15,3.5,0.26,0.47,474
84.38,0.0,5.0,10.0,36.75,43.93,4.7,0.0,3.63,5.93,4.92,7.38,0.07,0.37,557
52.72999999999999,0.0,0.1,5.819999999999999,18.15,28.62,2.14,0.0,0.7,1.18,2.22,3.12,0.27,0.47,158
94.91,1.98,5.0,14.0,30.08,38.77,4.64,0.0,2.85,3.84,4.2,5.85,0.15,0.34,183
15.82,2.35,2.0,4.0,3.05,12.65,1.59,0.0,3.45,6.78,5.25,9.34,0.32,0.34,582
158.20000000000002,3.96,1.0,29.7,21.04,28.58,8.79,0.46,1.06,1.84,2.2,3.59,0.18,0.34,187
195.11,0.0,0.1,163.1,24.61,33.31,3.42,0.0,2.87,5.38,4.14,7.2,0.15,0.38,474
68.55,0.0,0.1,30.1,31.79,40.62,8.18,0.0,2.65,5.84,3.56,7.74,0.09,0.45,556
158.19,0.66,2.0,4.0,25.07,33.4,6.84,0.0,1.91,3.59,3.65,6.26,0.29,0.49,46
68.56,1.98,30.0,126.0,19.26,29.06,5.13,0.04,2.51,6.41,3.64,8.72,0.27,0.35,556
147.64,1.98,0.1,6.4,22.42,28.69,6.9,0.0,1.48,3.08,1.98,4.36,0.4,0.45,457
100.19,1.32,5.0,78070.0,24.87,33.04,6.16,0.15,2.32,5.35,3.34,7.09,0.25,0.38,489
274.22,3.96,25.0,1377.0,22.07,29.33,7.2,0.1,2.31,5.4,3.46,7.31,0.44,0.46,558
142.38,0.0,0.1,29639.1,31.89,38.31,8.79,0.15,3.12,5.88,4.51,8.19,0.2,0.47,462
131.82999999999998,6.6000000000000005,2.0,4.0,19.69,27.51,4.46,0.0,1.87,3.37,3.86,6.5,0.36,0.43,183
126.56,0.66,0.1,4.8,24.63,32.78,3.17,0.0,2.24,5.02,3.14,6.49,0.21,0.34,488
137.11,4.62,0.1,1.34,20.13,28.94,3.85,0.0,1.84,3.2,3.55,5.2,0.29,0.38,491
300.6,0.0,1.0,3.08,13.33,20.03,8.18,4.67,0.52,1.12,2.12,3.38,0.33,0.47,55
31.63,0.0,5.0,10.0,24.17,32.3,3.54,0.0,1.73,3.77,2.52,4.97,0.13,0.46,474
137.1,0.0,2.0,4.0,17.52,25.5,2.81,0.0,0.89,1.45,2.33,3.33,0.26,0.45,556
184.57,0.0,1.0,41.67,23.57,30.73,11.47,0.79,2.02,4.02,3.41,6.21,0.45,0.43,461
290.04,0.0,0.1,81.1,18.95,27.91,2.62,0.0,1.79,3.36,2.6,4.42,0.39,0.49,460
89.64,1.98,1.0,849.0,18.21,26.2,3.36,0.84,0.59,1.2,3.77,5.54,0.14,0.46,316
527.3399999999999,13.85,0.1,6.8,11.34,17.33,6.71,0.0,0.33,0.85,1.99,2.95,0.78,0.75,183
126.56,1.98,1.5,3.0,19.41,24.56,10.19,0.94,2.16,4.25,3.12,5.97,0.35,0.41,187
121.29,1.98,0.1,567.1,20.89,28.71,6.1,0.47,1.48,2.7,2.48,3.79,0.27,0.44,491
121.29,0.0,20.0,110.0,35.89,44.37,4.27,0.0,2.03,3.85,2.99,4.91,0.11,0.37,474
110.74,0.66,2.0,4.0,25.61,35.17,9.28,0.42,2.21,6.1,3.48,9.55,0.24,0.31,158
126.56,1.32,1.0,25.47,24.33,33.09,7.69,0.19,1.79,3.52,2.54,4.48,0.25,0.36,489
158.20000000000002,1.32,1.0,152.02,22.17,29.91,8.73,2.39,2.54,5.5,3.65,7.31,0.35,0.39,489
142.37,1.32,0.1,51.1,20.73,28.87,10.25,2.52,1.19,1.99,2.21,3.41,0.45,0.48,158
179.28000000000003,0.0,500.0,899.03,14.4,20.85,7.02,7.05,2.79,7.3,3.98,9.95,0.44,0.43,488
152.93,0.66,50.0,4419.0,20.39,27.37,5.25,0.02,3.14,5.05,5.39,8.03,0.39,0.52,158
279.49,1.32,1.0,3.0,13.43,21.78,5.55,0.05,1.26,2.59,1.82,3.64,0.52,0.57,556
137.12,0.0,10.0,69.0,25.52,34.26,4.94,0.0,2.23,4.89,3.49,6.64,0.22,0.47,472
79.1,0.0,1.0,8.0,24.14,31.56,3.23,0.0,1.23,1.86,2.12,2.9,0.09,0.37,302
142.37,1.32,1.0,3.25,23.01,32.41,8.91,0.56,0.99,1.84,2.54,4.07,0.43,0.5,158
179.29000000000002,0.0,0.1,10.1,24.61,32.3,5.19,0.0,3.12,5.76,4.49,7.68,0.2,0.44,579
184.57,2.64,0.1,486.9,23.32,30.92,5.74,0.0,1.86,3.55,2.66,4.73,0.36,0.41,183
137.11,1.32,0.1,1.63,11.69,21.52,3.17,0.0,1.72,3.23,2.58,4.91,0.37,0.41,582
68.54999999999998,0.66,50.0,91.0,11.01,20.24,2.56,0.0,1.43,2.07,2.14,2.69,0.26,0.34,582
137.11,2.64,2.0,4.0,18.36,26.82,3.11,0.0,4.59,8.49,7.15,12.16,0.31,0.41,187
89.65,0.0,1.0,30.0,28.37,35.6,7.39,1.44,1.83,3.68,2.69,4.77,0.24,0.34,472
68.56,0.0,15.0,70.0,31.98,41.34,2.14,0.0,3.41,5.59,4.8,7.2,0.07,0.38,472
89.64999999999999,0.0,5.6,11.2,24.31,32.6,8.0,1.44,1.86,3.24,2.77,4.12,0.32,0.34,187
42.18,0.0,1.0,20.3,7.26,19.41,2.2,0.0,2.02,3.41,3.45,5.09,0.41,0.47,460
158.20000000000002,5.28,1.0,10107.0,7.13,13.01,3.91,0.37,2.1,3.05,6.68,8.4,0.28,0.34,158
73.82,0.0,20.0,384.0,37.46,44.69,5.98,0.0,1.85,3.78,2.59,4.71,0.11,0.45,470
79.1,2.64,40.0,14241.0,22.92,33.12,3.48,0.0,3.95,6.39,5.79,8.72,0.18,0.38,490
105.46999999999998,0.0,0.1,19506.1,27.62,33.07,11.84,0.99,2.66,4.75,3.82,6.34,0.27,0.46,460
158.20999999999998,0.0,10.0,62.6,23.32,31.59,9.95,0.5,1.15,1.93,1.94,2.62,0.52,0.51,497
100.18,2.64,10.0,33.0,14.26,23.63,2.87,0.0,4.06,6.05,7.32,10.61,0.31,0.34,158
94.92,0.0,0.1,3.1,38.41,45.73,10.86,0.07,2.05,3.42,2.75,4.88,0.07,0.37,472
137.1,0.0,10.0,106.0,27.09,36.03,2.99,0.0,2.83,5.06,4.17,6.41,0.23,0.4,474
68.54999999999998,0.0,1.0,2728.0,8.5,16.51,3.42,0.0,1.3,2.72,1.9,3.28,0.3,0.37,558
68.53999999999999,6.6000000000000005,1.0,11.7,-1.24,3.82,2.62,0.55,1.16,1.91,2.23,3.41,0.38,0.38,579
52.72999999999999,3.3,1.0,33.59,5.22,15.05,2.32,0.75,5.66,9.21,8.09,12.47,0.27,0.34,331
564.25,11.87,0.1,1.1700000000000002,14.44,23.22,4.21,0.01,0.12,0.68,1.92,3.2,0.48,0.51,163
105.45999999999998,1.32,0.1,3.8,25.43,33.38,4.64,0.13,1.39,2.73,2.27,4.04,0.2,0.38,187
168.74,0.0,1.0,39.0,34.26,42.32,4.58,0.0,2.25,3.74,3.24,4.8,0.09,0.37,474
94.92,0.23,1.0,3.0,7.93,20.12,2.26,0.18,4.26,8.13,6.14,11.3,0.34,0.36,158
142.38,0.66,1.5,17.0,14.11,21.04,2.44,0.0,2.71,4.56,3.96,5.89,0.28,0.41,489
21.09,0.0,1.0,1675.0,19.01,25.61,6.71,0.14,3.1,6.88,4.73,9.59,0.11,0.42,474
94.90999999999998,0.66,0.1,9.1,23.16,34.18,7.93,0.24,0.91,1.38,2.09,3.26,0.3,0.34,155
142.37,1.32,0.1,37.1,22.61,30.93,8.54,0.7,1.95,3.41,3.45,6.02,0.4,0.48,155
221.49,1.32,1.0,6.0,11.31,18.4,4.82,0.0,1.52,2.69,2.34,3.73,0.52,0.54,557
68.55,0.66,1.0,2.6,25.92,35.57,7.2,0.42,1.38,2.56,1.88,3.54,0.13,0.34,183
116.02,0.0,1.0,2.5,13.29,23.1,3.42,0.0,1.65,2.87,2.82,4.13,0.25,0.32,47
147.66,0.0,2.0,227.0,31.65,40.32,3.23,0.0,2.76,5.88,3.98,7.82,0.12,0.45,460
284.76,0.0,0.1,5.1,29.39,37.5,4.7,0.01,2.7,5.02,3.9,6.46,0.25,0.38,579
63.28,0.3,5.0,10.25,10.37,21.24,1.65,0.0,2.27,5.11,3.59,7.28,0.26,0.44,474
58.0,1.32,8.0,18.009999999999998,24.63,32.94,2.26,0.0,2.68,5.21,4.09,6.89,0.12,0.33,557
42.18,0.0,0.1,5.1,3.73,14.44,1.22,0.0,2.34,5.01,3.86,7.05,0.36,0.47,474
348.05,0.66,1.0,8.76,19.74,29.83,3.72,0.0,2.09,4.21,3.29,5.94,0.46,0.54,460
94.91,4.62,1.0,2.25,20.23,27.97,7.39,0.85,1.64,2.65,3.44,4.94,0.32,0.41,583
168.75000000000003,1.32,6.0,287.0,26.34,36.55,6.04,0.0,0.37,0.54,2.55,3.54,0.42,0.49,158
174.03000000000003,0.0,0.1,8.1,30.15,37.87,9.46,0.52,2.48,4.5,3.77,6.05,0.27,0.48,460
163.48000000000002,0.0,2.0,6108.0,27.31,36.13,10.62,1.25,1.05,2.28,2.66,5.64,0.34,0.48,358
121.29,0.0,5.0,10.0,30.22,36.93,10.31,0.32,1.74,2.88,2.58,3.71,0.23,0.38,46
131.83,0.0,0.1,5.1,22.32,27.13,9.89,5.22,2.12,3.45,2.94,4.59,0.34,0.35,158
68.55,2.64,0.1,13.1,23.27,31.25,6.9,0.11,1.88,3.53,2.76,4.34,0.15,0.37,489
84.37,0.32,0.1,1.31,12.39,23.66,2.01,0.0,2.47,4.76,4.15,6.46,0.22,0.42,474
237.30000000000004,0.0,10.0,4247.0,27.33,33.73,8.24,0.0,1.53,3.94,2.12,5.12,0.12,0.34,582
131.82999999999998,4.62,0.5,1.73,6.55,14.93,3.3,0.05,2.2,4.19,4.07,6.86,0.4,0.42,189
316.4,0.0,4.0,1496.0,25.19,32.76,5.62,0.0,2.24,4.41,3.21,5.74,0.41,0.48,474
131.83,2.64,1.0,2.5,15.08,24.98,2.44,0.0,0.84,1.28,2.18,3.05,0.24,0.46,148
274.21,1.98,0.1,3.1,18.89,27.14,4.94,0.0,2.2,4.2,4.36,7.46,0.46,0.55,158
21.09,0.0,0.1,93.1,21.85,29.27,3.97,0.0,1.99,3.66,3.34,5.02,0.14,0.42,461
31.64,0.89,4434.0,8868.0,6.01,11.57,2.5,0.0,2.88,6.03,4.01,7.89,0.25,0.34,489
84.37,2.64,1.0,18.0,4.89,10.98,4.7,4.03,0.62,0.91,3.78,5.52,0.38,0.47,316
137.12,0.0,1.0,3.3,25.52,34.26,4.94,0.0,2.23,4.89,3.49,6.64,0.22,0.47,158
84.37,1.32,2.0,15.0,24.33,32.99,5.07,0.0,2.59,4.06,4.02,5.33,0.25,0.36,489
168.75,0.66,1.0,532.0,26.27,34.74,8.85,0.26,1.62,3.73,2.37,5.1,0.32,0.39,493
163.48,0.0,0.1,426.1,25.93,33.36,8.67,0.05,2.23,3.75,3.84,5.96,0.31,0.5,158
68.56,1.32,75.0,551.0,28.71,37.27,4.46,0.0,3.47,5.12,5.06,6.9,0.12,0.34,491
216.21,6.6,0.1,35.1,21.15,28.86,6.47,0.03,1.34,2.02,2.97,4.12,0.48,0.52,582
163.47000000000003,0.0,5.0,1425.0,30.64,36.61,10.8,0.79,1.8,3.54,2.7,4.57,0.24,0.42,358
158.20999999999998,6.6,0.1,3.1,21.26,28.15,6.16,0.83,0.95,1.55,2.39,3.87,0.31,0.38,187
121.29,0.66,0.1,24.05,24.64,31.9,7.14,0.13,1.57,3.08,2.12,3.79,0.3,0.35,489
84.38000000000001,0.0,0.1,811.1,29.71,37.68,8.61,0.33,1.48,3.11,2.67,4.91,0.14,0.46,304
279.49,1.32,1.0,2.1,17.01,25.9,5.92,0.0,1.94,3.94,3.52,5.84,0.52,0.55,149
89.63999999999999,0.0,1.0,5833.0,27.72,35.42,3.72,0.0,2.01,5.38,2.78,7.28,0.09,0.34,316
36.9,5.42,1.0,5.5,0.47,9.3,1.4,0.06,3.16,6.29,5.53,10.89,0.38,0.4,183
79.11,1.98,1.0,30.68,28.23,36.69,3.78,0.0,2.09,4.28,3.26,5.91,0.11,0.34,557
205.66,9.9,20.0,805.0,15.58,22.43,4.52,0.0,3.32,5.2,6.93,9.97,0.38,0.44,575
84.35999999999999,3.3000000000000003,2.0,8.0,19.98,30.75,3.91,0.0,1.2,2.02,2.77,4.39,0.28,0.39,183
73.82,1.32,10.0,30.6,27.74,35.94,4.82,0.0,1.2,2.48,1.86,3.25,0.12,0.41,187
89.64999999999999,0.0,1.0,2.5,18.88,28.83,3.48,0.0,0.85,1.44,2.06,2.81,0.1,0.45,183
268.94,0.0,2.0,17.0,12.65,19.96,6.1,0.16,2.17,4.39,3.15,5.88,0.53,0.53,474
253.13,8.58,0.1,27.1,5.03,13.44,3.91,0.14,1.55,3.09,2.91,5.15,0.59,0.55,316
116.02,0.0,30.0,60.0,31.01,40.32,3.66,0.0,2.33,3.88,3.41,5.11,0.09,0.37,472
84.38,2.64,0.5,2.5,23.3,31.77,8.85,0.26,1.59,2.31,2.76,3.57,0.2,0.34,158
73.84,0.0,4.0,261.0,17.63,28.15,1.77,0.0,3.31,5.47,5.1,7.32,0.16,0.34,153
121.3,0.66,1.0,1118.0,21.44,26.12,7.39,1.46,2.62,5.45,3.91,7.23,0.27,0.34,484
131.82,1.98,50.0,655.3,20.72,28.49,5.49,0.01,3.23,6.76,4.79,9.16,0.31,0.4,490
137.11,1.32,0.1,208.1,25.22,31.86,5.37,0.0,1.9,3.44,2.66,4.59,0.16,0.38,183
121.28,0.0,0.1,4756.1,25.43,33.64,4.03,0.0,3.91,6.23,5.71,8.39,0.23,0.34,46
126.56,0.66,0.1,32.1,21.09,29.24,3.6,0.0,1.21,1.59,2.42,3.23,0.2,0.44,316
89.64,1.32,50.0,1151.0,26.96,35.32,8.42,0.2,2.34,4.48,3.51,5.91,0.16,0.34,489
263.67,0.0,1.0,2.5,18.18,26.95,6.53,0.03,2.27,4.34,3.11,5.73,0.19,0.51,304
42.17999999999999,1.32,20.0,74.16,20.7,25.55,8.79,1.67,2.0,3.75,2.91,4.86,0.15,0.34,488
210.93,3.3000000000000003,2.0,11.8,16.37,23.65,4.82,0.0,1.45,3.06,3.29,6.43,0.45,0.53,187
84.36999999999999,0.0,0.1,3.1,21.9,30.79,6.65,0.0,1.86,3.58,2.8,4.98,0.27,0.47,460
284.76,0.66,2.3,4.6,20.26,30.62,6.65,0.01,0.09,0.19,1.97,2.46,0.2,0.46,42
174.01999999999998,2.64,1.0,9.96,6.88,14.37,4.39,0.36,1.54,2.65,2.27,3.22,0.48,0.48,489
142.36999999999998,1.32,1.0,4.0,8.55,17.93,2.5,0.0,0.9,1.34,1.77,2.66,0.38,0.45,316
290.04,0.0,5.0,12.7,21.95,31.26,8.85,1.96,2.65,4.91,3.86,6.77,0.48,0.52,460
58.010000000000005,0.66,0.1,90.9,28.55,37.02,4.64,0.0,1.68,4.91,2.31,6.98,0.18,0.42,498
290.04,5.28,0.1,2.1,24.34,35.02,5.98,0.69,0.51,0.98,1.52,2.32,0.31,0.45,175
179.29000000000002,0.0,2.0,7.0,29.56,34.58,6.16,0.06,1.98,4.34,2.88,6.08,0.2,0.44,474
31.63,0.0,8.5,17.0,6.86,17.7,2.99,0.0,1.61,3.4,2.77,4.89,0.26,0.47,474
79.1,0.0,1.0,43274.0,34.53,42.23,6.9,0.0,1.52,2.69,2.2,3.18,0.07,0.37,470
147.65000000000003,5.28,3.0,12.0,19.98,29.21,7.08,0.49,0.17,0.75,1.8,2.59,0.23,0.34,489
195.11,0.0,1.0,2.19,27.14,36.04,5.25,0.0,1.77,3.34,2.72,4.24,0.36,0.41,582
200.39,1.32,3.0,153.0,12.44,19.21,3.78,0.19,2.55,4.68,3.6,6.03,0.34,0.39,496
42.17999999999999,1.98,0.1,10.1,24.16,30.63,8.12,0.0,2.86,5.02,4.02,6.23,0.12,0.37,489
147.65,0.0,0.1,8.1,31.51,39.5,5.19,0.0,3.09,5.98,4.44,7.73,0.15,0.37,474
110.74,0.0,0.1,82.1,28.25,37.88,5.49,0.0,4.31,5.95,5.9,7.89,0.1,0.38,476
10.54,0.0,1.0,2.7,10.91,18.81,2.38,0.0,3.2,6.4,4.95,8.87,0.19,0.43,474
147.66,0.0,20.0,69.0,29.55,37.88,7.93,0.08,1.84,3.02,2.66,4.17,0.2,0.46,460
142.38,1.98,1.0,2.7,25.64,33.08,5.74,0.03,2.55,3.83,3.49,5.46,0.38,0.45,558
748.83,3.96,3.2,6.4,7.87,11.24,6.1,0.15,0.14,0.43,1.63,2.87,0.81,0.77,44
68.55,0.0,0.1,41.1,29.4,36.9,6.59,0.0,3.62,7.43,5.08,9.56,0.25,0.36,183
184.55,1.32,0.1,500.1,19.8,25.71,9.03,11.88,6.94,11.16,8.43,13.65,0.51,0.49,458
110.74,0.0,0.1,937.1,30.44,38.97,10.13,0.2,1.95,4.2,2.98,5.82,0.25,0.41,444
158.20000000000002,0.0,0.1,1.6,32.25,40.31,8.54,0.27,1.02,1.64,2.46,4.05,0.26,0.48,48
147.65,0.0,370.0,11370.0,33.16,40.91,8.48,0.02,2.08,3.38,3.02,4.19,0.23,0.37,460
42.18,1.98,0.1,7632.1,25.15,33.73,4.64,0.0,1.95,3.83,2.9,4.86,0.16,0.39,325
52.73,0.66,0.1,10500.1,17.92,27.34,2.08,0.0,0.76,1.27,1.09,2.1,0.12,0.38,491
237.3,0.0,3.0,4.77,22.88,31.71,5.13,0.0,2.55,5.12,3.88,7.09,0.41,0.48,474
210.93,0.0,1.0,34.0,21.33,29.4,2.38,0.0,3.46,5.87,4.96,8.15,0.32,0.45,474
168.73000000000002,5.28,1.0,2.5,12.04,22.03,3.6,0.03,0.45,1.08,1.8,2.73,0.34,0.36,491
395.5,5.94,0.1,3.0500000000000003,20.52,29.7,7.45,0.4,0.19,0.78,2.03,3.44,0.33,0.47,162
384.96,4.62,0.1,15.1,27.62,35.89,7.75,0.03,0.21,0.62,1.38,2.52,0.26,0.45,56
26.36,0.66,1.0,3.0,10.42,18.62,4.27,0.12,1.45,2.7,2.6,3.91,0.22,0.35,187
174.03000000000003,1.32,2.0,9.0,24.78,32.78,8.36,0.91,0.55,0.82,2.48,4.66,0.35,0.48,158
94.92,0.0,0.1,17.73,21.69,25.69,10.44,2.89,1.38,2.59,2.09,3.64,0.24,0.39,581
100.19,1.98,0.1,2993.1,25.04,32.19,8.0,0.04,2.16,4.44,3.27,6.02,0.32,0.48,163
184.57,0.0,0.1,10.1,24.87,33.94,6.65,0.0,1.72,4.23,2.42,5.71,0.21,0.35,303
84.37,1.32,5.0,59.0,25.86,33.9,5.55,0.08,1.24,2.05,2.02,3.5,0.25,0.35,489
442.97,4.62,7.6,15.06,7.6,11.29,6.04,0.77,0.16,0.64,1.05,1.49,0.66,0.65,558
221.48,2.64,0.1,80859.1,24.02,32.26,8.3,1.24,1.35,2.73,2.49,4.51,0.32,0.42,490
68.56,0.66,0.1,38.1,11.26,22.73,1.77,0.0,0.68,1.22,1.91,2.91,0.19,0.43,148
84.38,2.64,8.0,16.0,26.99,34.45,7.51,0.01,2.04,3.28,3.42,5.32,0.15,0.34,155
47.46,2.64,0.1,2.8000000000000003,23.39,32.58,4.58,0.01,3.1,6.77,4.28,9.03,0.23,0.38,489
68.53999999999999,0.68,0.1,3.6,11.37,18.39,2.87,0.0,1.59,3.59,2.31,4.84,0.48,0.49,472
290.04,0.0,0.1,20.6,28.28,34.47,8.67,0.51,2.26,3.88,3.45,5.3,0.34,0.48,582
42.18,0.26,5.0,494.0,-1.94,3.91,1.22,0.0,4.46,7.34,6.33,9.82,0.33,0.35,498
89.63999999999999,0.0,1.5,4.5,23.61,32.19,2.99,0.0,1.51,2.7,2.23,3.89,0.14,0.34,583
384.96,4.62,0.1,42.1,26.94,37.64,5.37,0.03,0.22,0.92,1.86,2.52,0.27,0.45,44
79.1,0.0,0.1,141.1,36.07,44.27,9.22,0.18,2.27,5.88,3.2,8.21,0.11,0.38,474
126.56,0.0,2.0,4.0,29.75,38.04,6.23,0.0,1.84,3.32,2.76,4.44,0.27,0.38,472
