PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,ID
PRECTOTCORR_SUM,2021,5.27,21.09,42.19,22.23,23.57,34.47,39.33,16.39,52.24,45.49,6.1,18.21,326.58,11660
PRECSNO,2021,1.06,0.61,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.45,11668
PRECTOTCORR_SUM,2021,247.85,152.93,105.47,20.01,5.17,37.89,3.36,0.44,47.76,175.17,115.47,258.37,1169.91,11668
PRECSNO,2021,1.53,0.75,0.57,0.07,0.01,0.0,0.0,0.0,0.0,0.04,0.03,3.48,0.55,11680
PRECTOTCORR_SUM,2021,300.59,205.66,110.74,16.06,7.84,59.17,3.84,0.13,66.54,174.62,158.34,292.03,1395.57,11680
PRECSNO,2021,1.3,0.8,1.17,0.09,0.01,0.0,0.0,0.0,0.0,0.03,0.04,1.85,0.44,11704
PRECTOTCORR_SUM,2021,26.37,15.82,21.09,8.74,24.67,20.27,65.67,30.01,37.29,25.88,5.84,52.03,333.69,11704
PRECSNO,2021,1.3,0.8,1.17,0.09,0.01,0.0,0.0,0.0,0.0,0.03,0.04,1.85,0.44,11705
PRECTOTCORR_SUM,2021,26.37,15.82,21.09,8.74,24.67,20.27,65.67,30.01,37.29,25.88,5.84,52.03,333.69,11705
PRECSNO,2021,2.4,2.33,1.81,0.09,0.05,0.0,0.0,0.0,0.0,0.22,0.66,4.93,1.04,11709
PRECTOTCORR_SUM,2021,121.29,73.83,47.46,14.57,4.78,7.92,5.58,0.07,29.94,138.54,62.45,127.82,634.24,11709
PRECSNO,2021,2.4,2.33,1.81,0.09,0.05,0.0,0.0,0.0,0.0,0.22,0.66,4.93,1.04,11725
PRECTOTCORR_SUM,2021,121.29,73.83,47.46,14.57,4.78,7.92,5.58,0.07,29.94,138.54,62.45,127.82,634.24,11725
PRECSNO,2021,1.23,0.78,0.53,0.36,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.54,0.29,11733
PRECTOTCORR_SUM,2021,26.37,26.37,5.27,7.98,4.45,10.41,142.66,79.81,63.96,19.05,3.17,46.61,436.09,11733
PRECSNO,2021,1.23,0.89,1.3,0.23,0.0,0.0,0.0,0.0,0.0,0.29,0.0,2.17,0.51,11758
PRECTOTCORR_SUM,2021,10.55,5.27,21.09,9.23,2.06,3.73,87.33,53.57,23.78,48.01,0.12,60.41,325.16,11758
PRECSNO,2021,1.72,1.58,1.87,0.12,0.06,0.0,0.0,0.0,0.0,0.18,0.08,4.1,0.81,11782
PRECTOTCORR_SUM,2021,137.11,116.02,52.73,9.8,5.06,25.4,8.35,0.08,44.75,120.76,79.49,192.25,791.8,11782
PRECSNO,2021,2.38,0.42,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.28,3.54,0.64,11784
PRECTOTCORR_SUM,2021,179.3,110.74,84.38,15.35,1.99,6.82,0.94,0.06,23.26,194.34,90.86,213.61,921.64,11784
PRECSNO,2021,2.08,2.28,2.28,1.05,0.45,0.0,0.0,0.0,0.0,0.8,0.29,6.52,1.32,11815
PRECTOTCORR_SUM,2021,36.91,31.64,52.73,12.47,37.9,24.15,80.46,38.75,41.46,49.52,10.24,109.26,525.5,11815
PRECSNO,2021,1.68,0.92,1.08,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.02,2.66,0.54,11820
PRECTOTCORR_SUM,2021,26.37,21.09,31.64,11.4,35.16,21.51,63.89,29.36,38.05,36.69,6.97,91.31,413.45,11820
PRECSNO,2021,0.79,0.92,1.08,0.35,0.02,0.0,0.0,0.0,0.0,0.3,0.0,1.45,0.41,11823
PRECTOTCORR_SUM,2021,10.55,5.27,26.37,10.45,2.81,4.85,68.6,45.01,31.95,30.5,0.65,30.74,267.77,11823
PRECSNO,2021,0.4,0.8,0.19,0.04,0.01,0.0,0.0,0.0,0.0,0.09,0.0,1.07,0.21,11825
PRECTOTCORR_SUM,2021,15.82,31.64,15.82,8.19,11.87,6.09,13.09,15.32,14.58,72.64,19.22,42.62,266.9,11825
PRECSNO,2021,1.49,0.42,0.57,0.18,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.52,0.27,11826
PRECTOTCORR_SUM,2021,36.91,15.82,15.82,8.41,3.9,8.0,138.61,79.14,60.43,23.63,2.71,62.98,456.39,11826
PRECSNO,2021,1.23,0.26,0.4,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.34,0.19,11828
PRECTOTCORR_SUM,2021,26.37,10.55,15.82,7.68,2.78,7.45,136.63,90.22,64.31,15.71,2.98,63.23,443.72,11828
PRECSNO,2021,2.34,0.31,0.94,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.0,2.62,0.53,11829
PRECTOTCORR_SUM,2021,79.1,5.27,31.64,6.69,5.12,7.38,140.71,75.03,69.58,30.91,2.09,94.95,548.47,11829
PRECSNO,2021,1.57,2.17,0.83,0.23,0.13,0.0,0.0,0.0,0.0,0.28,0.47,4.47,0.84,11834
PRECTOTCORR_SUM,2021,47.46,58.01,5.27,16.78,9.16,13.27,9.78,0.8,35.73,77.93,47.08,99.37,420.65,11834
PRECSNO,2021,0.6,1.08,1.89,0.94,0.65,0.0,0.0,0.0,0.0,0.98,0.29,0.77,0.6,11837
PRECTOTCORR_SUM,2021,10.55,10.55,47.46,40.4,40.69,27.24,35.19,23.54,33.75,52.01,13.87,36.78,372.02,11837
PRECSNO,2021,0.23,0.64,1.3,0.46,0.01,0.0,0.0,0.0,0.0,0.19,0.12,1.97,0.41,11838
PRECTOTCORR_SUM,2021,5.27,10.55,15.82,11.55,14.03,9.89,20.81,24.69,30.34,38.5,8.35,31.28,221.08,11838
PRECSNO,2021,0.38,0.78,0.28,0.11,0.1,0.0,0.0,0.0,0.0,0.03,0.04,1.06,0.23,11841
PRECTOTCORR_SUM,2021,21.09,36.91,42.19,8.98,22.39,18.69,56.93,43.9,32.23,36.6,11.27,82.32,413.51,11841
PRECSNO,2021,0.79,0.92,1.08,0.35,0.02,0.0,0.0,0.0,0.0,0.3,0.0,1.45,0.41,11844
PRECTOTCORR_SUM,2021,10.55,5.27,26.37,10.45,2.81,4.85,68.6,45.01,31.95,30.5,0.65,30.74,267.77,11844
PRECSNO,2021,0.6,1.08,1.89,0.94,0.65,0.0,0.0,0.0,0.0,0.98,0.29,0.77,0.6,11847
PRECTOTCORR_SUM,2021,10.55,10.55,47.46,40.4,40.69,27.24,35.19,23.54,33.75,52.01,13.87,36.78,372.02,11847
PRECSNO,2021,0.57,1.32,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.13,0.34,11853
PRECTOTCORR_SUM,2021,36.91,31.64,10.55,8.46,11.52,9.76,18.93,14.98,16.38,84.37,25.54,63.4,332.44,11853
PRECSNO,2021,1.57,2.17,0.83,0.23,0.13,0.0,0.0,0.0,0.0,0.28,0.47,4.47,0.84,11855
PRECTOTCORR_SUM,2021,47.46,58.01,5.27,16.78,9.16,13.27,9.78,0.8,35.73,77.93,47.08,99.37,420.65,11855
PRECSNO,2021,1.21,1.29,1.11,0.03,0.14,0.0,0.0,0.0,0.0,0.04,0.19,3.58,0.63,11864
PRECTOTCORR_SUM,2021,47.46,47.46,31.64,17.32,6.2,7.49,5.63,0.37,30.4,114.36,38.38,94.11,440.83,11864
PRECSNO,2021,2.4,2.33,1.81,0.09,0.05,0.0,0.0,0.0,0.0,0.22,0.66,4.93,1.04,11865
PRECTOTCORR_SUM,2021,121.29,73.83,47.46,14.57,4.78,7.92,5.58,0.07,29.94,138.54,62.45,127.82,634.24,11865
PRECSNO,2021,2.4,2.33,1.81,0.09,0.05,0.0,0.0,0.0,0.0,0.22,0.66,4.93,1.04,11867
PRECTOTCORR_SUM,2021,121.29,73.83,47.46,14.57,4.78,7.92,5.58,0.07,29.94,138.54,62.45,127.82,634.24,11867
PRECSNO,2021,1.15,1.2,1.04,0.31,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.01,0.65,11870
PRECTOTCORR_SUM,2021,31.64,26.37,42.19,5.53,19.1,18.03,64.49,38.01,36.84,42.22,5.19,78.85,408.46,11870
PRECSNO,2021,0.74,0.87,1.02,0.3,0.11,0.0,0.0,0.0,0.0,0.81,0.39,1.33,0.46,11876
PRECTOTCORR_SUM,2021,5.27,10.55,21.09,17.55,28.61,7.4,15.58,33.94,17.43,44.95,9.42,21.2,233.01,11876
PRECSNO,2021,0.3,0.57,0.43,0.13,0.0,0.0,0.0,0.0,0.0,0.68,0.0,1.07,0.26,11879
PRECTOTCORR_SUM,2021,10.55,5.27,21.09,9.73,2.52,4.71,95.03,48.96,15.67,59.08,0.29,54.98,327.89,11879
PRECSNO,2021,2.72,0.49,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.03,8.21,1.07,11880
PRECTOTCORR_SUM,2021,105.47,73.83,84.38,9.99,1.78,1.51,0.61,0.15,10.85,256.5,51.64,289.31,886.03,11880
PRECSNO,2021,1.32,1.01,1.06,0.22,0.07,0.03,0.0,0.0,0.0,0.22,0.04,1.15,0.43,11882
PRECTOTCORR_SUM,2021,52.73,26.37,21.09,9.29,34.36,27.54,74.16,38.14,30.7,35.09,6.89,65.1,421.48,11882
PRECSNO,2021,0.57,0.92,0.4,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,11884
PRECTOTCORR_SUM,2021,5.27,21.09,5.27,4.87,32.44,45.09,75.01,62.35,33.77,19.57,4.27,14.63,323.65,11884
PRECSNO,2021,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11891
PRECTOTCORR_SUM,2021,21.09,0.0,15.82,1.79,0.17,0.35,13.84,13.93,1.96,8.08,0.0,55.47,132.51,11891
PRECSNO,2021,0.66,0.59,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.17,11892
PRECTOTCORR_SUM,2021,10.55,21.09,15.82,2.39,7.12,10.47,42.72,37.44,29.47,32.0,1.85,43.65,254.57,11892
PRECSNO,2021,1.21,2.61,0.83,0.68,0.19,0.0,0.0,0.0,0.0,0.52,0.24,3.11,0.77,11893
PRECTOTCORR_SUM,2021,26.37,73.83,5.27,30.22,57.82,5.86,40.64,55.85,28.93,92.23,32.05,95.78,544.84,11893
PRECSNO,2021,1.17,2.42,0.79,0.58,0.12,0.0,0.0,0.0,0.02,0.71,0.24,3.26,0.77,11897
PRECTOTCORR_SUM,2021,15.82,36.91,10.55,29.93,25.26,5.4,23.12,47.65,19.12,93.08,20.41,76.89,404.14,11897
PRECSNO,2021,4.15,2.57,1.83,0.24,0.02,0.0,0.0,0.0,0.0,0.35,0.7,7.16,1.42,11899
PRECTOTCORR_SUM,2021,189.84,121.29,58.01,14.78,3.38,11.68,3.19,0.14,29.87,176.2,92.7,205.84,906.92,11899
PRECSNO,2021,6.46,1.67,1.7,0.38,0.05,0.0,0.0,0.0,0.0,1.6,0.29,12.08,2.04,11914
PRECTOTCORR_SUM,2021,152.93,36.91,52.73,13.34,11.15,7.42,21.44,1.35,2.38,148.42,21.04,257.67,726.79,11914
PRECSNO,2021,4.76,2.14,1.85,0.65,0.19,0.0,0.0,0.0,0.0,1.95,0.35,11.3,1.95,11917
PRECTOTCORR_SUM,2021,131.84,36.91,63.28,12.64,14.89,7.79,16.84,1.24,3.99,172.62,23.82,240.62,726.48,11917
PRECSNO,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11918
PRECTOTCORR_SUM,2021,26.37,0.0,5.27,0.71,0.27,1.58,73.25,53.01,23.84,4.91,0.05,45.85,235.1,11918
PRECSNO,2021,0.57,0.49,0.17,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,11921
PRECTOTCORR_SUM,2021,10.55,10.55,0.0,8.61,3.59,14.5,120.99,69.19,58.85,14.71,2.94,29.67,344.14,11921
PRECSNO,2021,0.72,1.29,2.59,1.58,1.03,0.0,0.0,0.0,0.02,0.42,0.54,0.71,0.74,11931
PRECTOTCORR_SUM,2021,15.82,42.19,58.01,50.46,67.55,26.46,48.67,34.58,30.23,34.0,24.37,69.31,501.65,11931
PRECSNO,2021,0.26,0.31,0.64,0.24,0.0,0.0,0.0,0.01,0.0,0.14,0.0,0.57,0.18,11932
PRECTOTCORR_SUM,2021,36.91,5.27,21.09,15.91,5.73,21.36,29.67,50.66,25.87,43.01,5.67,42.49,303.65,11932
PRECSNO,2021,1.53,0.75,0.57,0.07,0.01,0.0,0.0,0.0,0.0,0.04,0.03,3.48,0.55,11942
PRECTOTCORR_SUM,2021,300.59,205.66,110.74,16.06,7.84,59.17,3.84,0.13,66.54,174.62,158.34,292.03,1395.57,11942
PRECSNO,2021,0.49,0.75,1.25,0.48,0.0,0.0,0.0,0.03,0.0,0.25,0.01,1.71,0.42,11950
PRECTOTCORR_SUM,2021,36.91,5.27,5.27,16.71,6.31,39.57,25.31,42.78,27.66,43.37,3.25,36.13,288.54,11950
PRECSNO,2021,1.04,2.02,0.34,0.56,0.07,0.0,0.0,0.0,0.0,0.65,0.04,3.4,0.67,11954
PRECTOTCORR_SUM,2021,21.09,42.19,10.55,31.41,26.53,4.98,20.51,52.47,16.13,100.51,21.49,78.32,426.18,11954
PRECSNO,2021,1.89,1.55,1.79,0.36,0.0,0.0,0.0,0.0,0.0,0.78,0.0,4.9,0.94,11956
PRECTOTCORR_SUM,2021,15.82,5.27,21.09,11.36,2.05,3.45,90.44,60.77,16.48,58.21,0.05,73.56,358.55,11956
PRECSNO,2021,0.74,1.2,0.36,0.21,0.06,0.0,0.0,0.0,0.0,0.53,0.03,2.67,0.48,11957
PRECTOTCORR_SUM,2021,21.09,58.01,31.64,37.43,17.31,7.85,24.48,74.74,17.02,108.3,20.13,96.59,514.59,11957
PRECSNO,2021,2.15,0.8,1.23,0.06,0.02,0.0,0.0,0.0,0.0,0.43,0.02,5.28,0.84,11965
PRECTOTCORR_SUM,2021,84.38,52.73,47.46,9.21,8.81,2.38,3.53,0.8,12.42,221.27,35.34,247.7,726.03,11965
PRECSNO,2021,0.62,0.66,1.32,0.63,0.0,0.0,0.0,0.0,0.0,0.31,0.15,2.37,0.51,11974
PRECTOTCORR_SUM,2021,5.27,5.27,15.82,15.12,10.21,7.3,25.35,26.4,28.51,44.22,3.89,25.9,213.26,11974
PRECSNO,2021,0.89,1.01,0.98,0.16,0.09,0.0,0.0,0.0,0.0,0.06,0.02,0.63,0.32,11976
PRECTOTCORR_SUM,2021,31.64,31.64,5.27,5.84,44.5,42.73,86.76,55.26,26.5,29.09,6.19,32.38,397.8,11976
PRECSNO,2021,0.26,1.7,0.98,0.2,0.01,0.0,0.0,0.0,0.0,0.47,0.0,1.55,0.42,11992
PRECTOTCORR_SUM,2021,10.55,15.82,31.64,14.84,5.86,6.94,44.05,58.74,22.28,41.89,7.36,64.05,324.02,11992
PRECSNO,2021,1.53,2.24,1.08,0.18,0.12,0.0,0.0,0.0,0.0,0.15,0.52,4.85,0.89,12000
PRECTOTCORR_SUM,2021,31.64,63.28,10.55,22.18,13.55,11.67,4.43,1.09,35.8,76.71,20.89,79.74,371.54,12000
PRECSNO,2021,0.87,1.34,0.66,0.04,0.08,0.0,0.0,0.0,0.0,0.08,0.26,3.25,0.55,12001
PRECTOTCORR_SUM,2021,26.37,47.46,10.55,18.51,7.87,9.61,8.19,0.51,32.21,82.28,29.57,78.11,351.24,12001
PRECSNO,2021,0.55,1.98,0.38,0.23,0.14,0.05,0.0,0.0,0.0,0.31,0.05,2.69,0.53,12003
PRECTOTCORR_SUM,2021,15.82,31.64,15.82,10.28,18.01,20.61,12.96,6.52,19.46,71.6,19.22,54.56,296.49,12003
PRECSNO,2021,1.04,2.02,0.34,0.56,0.07,0.0,0.0,0.0,0.0,0.65,0.04,3.4,0.67,12032
PRECTOTCORR_SUM,2021,21.09,42.19,10.55,31.41,26.53,4.98,20.51,52.47,16.13,100.51,21.49,78.32,426.18,12032
PRECSNO,2021,0.74,1.2,0.36,0.21,0.06,0.0,0.0,0.0,0.0,0.53,0.03,2.67,0.48,12043
PRECTOTCORR_SUM,2021,21.09,58.01,31.64,37.43,17.31,7.85,24.48,74.74,17.02,108.3,20.13,96.59,514.59,12043
PRECSNO,2021,0.43,0.09,0.43,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.21,0.1,12060
PRECTOTCORR_SUM,2021,5.27,0.0,21.09,4.85,0.15,3.13,62.12,15.05,20.75,32.3,1.9,30.42,197.04,12060
PRECSNO,2021,4.89,0.75,1.83,0.06,0.11,0.0,0.0,0.0,0.0,0.59,0.14,8.61,1.44,12066
PRECTOTCORR_SUM,2021,79.1,15.82,52.73,4.63,0.58,0.55,1.88,0.34,0.68,60.75,8.36,193.42,418.85,12066
PRECSNO,2021,0.62,0.16,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.23,0.25,12073
PRECTOTCORR_SUM,2021,15.82,0.0,31.64,9.77,0.86,3.04,77.9,48.58,16.54,50.29,0.01,76.43,330.88,12073
PRECSNO,2021,0.7,0.33,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.17,0.27,12076
PRECTOTCORR_SUM,2021,10.55,0.0,31.64,7.31,1.05,3.71,79.89,44.16,20.49,43.35,0.06,58.67,300.87,12076
PRECSNO,2021,0.49,0.75,1.25,0.48,0.0,0.0,0.0,0.03,0.0,0.25,0.01,1.71,0.42,12099
PRECTOTCORR_SUM,2021,36.91,5.27,5.27,16.71,6.31,39.57,25.31,42.78,27.66,43.37,3.25,36.13,288.54,12099
PRECSNO,2021,1.49,0.42,0.57,0.18,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.52,0.27,12102
PRECTOTCORR_SUM,2021,36.91,15.82,15.82,8.41,3.9,8.0,138.61,79.14,60.43,23.63,2.71,62.98,456.39,12102
PRECSNO,2021,0.26,0.92,0.28,0.16,0.01,0.0,0.0,0.0,0.0,0.09,0.0,0.94,0.22,12106
PRECTOTCORR_SUM,2021,15.82,31.64,15.82,9.27,18.31,3.38,18.36,14.98,10.72,70.78,24.56,45.4,279.05,12106
PRECSNO,2021,0.26,0.92,0.28,0.16,0.01,0.0,0.0,0.0,0.0,0.09,0.0,0.94,0.22,12109
PRECTOTCORR_SUM,2021,15.82,31.64,15.82,9.27,18.31,3.38,18.36,14.98,10.72,70.78,24.56,45.4,279.05,12109
PRECSNO,2021,0.68,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,12115
PRECTOTCORR_SUM,2021,36.91,5.27,21.09,7.67,1.39,3.97,131.03,89.15,51.05,15.71,1.43,77.17,441.85,12115
PRECSNO,2021,1.15,1.95,1.21,0.44,0.58,0.16,0.0,0.0,0.0,0.53,0.18,3.49,0.81,12116
PRECTOTCORR_SUM,2021,21.09,26.37,10.55,9.29,25.64,20.36,5.6,3.61,15.88,74.25,13.2,59.43,285.25,12116
PRECSNO,2021,1.57,2.17,0.83,0.23,0.13,0.0,0.0,0.0,0.0,0.28,0.47,4.47,0.84,12127
PRECTOTCORR_SUM,2021,47.46,58.01,5.27,16.78,9.16,13.27,9.78,0.8,35.73,77.93,47.08,99.37,420.65,12127
PRECSNO,2021,0.66,0.21,0.47,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.16,12143
PRECTOTCORR_SUM,2021,73.83,0.0,47.46,7.51,4.99,5.38,127.39,43.01,51.04,31.05,2.67,70.72,465.05,12143
PRECSNO,2021,0.04,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,12147
PRECTOTCORR_SUM,2021,15.82,0.0,21.09,9.82,0.64,5.99,52.22,31.18,10.39,43.3,0.03,70.0,260.49,12147
PRECSNO,2021,0.04,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,12156
PRECTOTCORR_SUM,2021,15.82,0.0,21.09,9.82,0.64,5.99,52.22,31.18,10.39,43.3,0.03,70.0,260.49,12156
PRECSNO,2021,0.04,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,12160
PRECTOTCORR_SUM,2021,15.82,0.0,21.09,9.82,0.64,5.99,52.22,31.18,10.39,43.3,0.03,70.0,260.49,12160
PRECSNO,2021,1.25,2.4,1.02,0.08,0.07,0.0,0.0,0.0,0.0,0.2,0.46,4.79,0.85,12164
PRECTOTCORR_SUM,2021,68.55,73.83,21.09,13.33,7.08,13.61,7.19,0.23,37.17,98.42,48.55,108.96,498.02,12164
PRECSNO,2021,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,12218
PRECTOTCORR_SUM,2021,47.46,0.0,26.37,1.98,0.94,0.46,6.81,3.24,1.61,18.78,0.0,155.21,262.85,12218
PRECSNO,2021,0.34,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,12225
PRECTOTCORR_SUM,2021,15.82,0.0,15.82,6.94,0.55,18.2,51.26,13.39,3.55,23.38,0.02,46.93,195.86,12225
PRECSNO,2021,1.59,0.73,0.38,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.28,12228
PRECTOTCORR_SUM,2021,15.82,21.09,0.0,6.64,4.15,14.26,120.54,84.18,66.91,13.71,2.86,30.22,380.39,12228
PRECSNO,2021,0.62,0.09,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.69,0.15,12245
PRECTOTCORR_SUM,2021,10.55,0.0,10.55,5.67,2.46,4.52,22.53,3.87,1.68,14.86,0.04,16.62,93.34,12245
PRECSNO,2021,3.51,1.18,1.38,0.09,0.02,0.0,0.0,0.0,0.0,0.19,0.39,5.59,1.04,12306
PRECTOTCORR_SUM,2021,158.2,89.65,68.55,17.79,2.87,4.72,3.24,0.06,26.75,190.92,84.4,182.27,829.42,12306
PRECSNO,2021,3.51,1.18,1.38,0.09,0.02,0.0,0.0,0.0,0.0,0.19,0.39,5.59,1.04,12319
PRECTOTCORR_SUM,2021,158.2,89.65,68.55,17.79,2.87,4.72,3.24,0.06,26.75,190.92,84.4,182.27,829.42,12319
PRECSNO,2021,0.49,1.22,1.3,0.19,0.36,0.0,0.0,0.0,0.0,0.2,0.13,2.99,0.57,12336
PRECTOTCORR_SUM,2021,15.82,26.37,36.91,13.02,31.16,16.68,33.62,33.7,42.53,53.49,21.93,81.98,407.22,12336
PRECSNO,2021,0.49,1.22,1.3,0.19,0.36,0.0,0.0,0.0,0.0,0.2,0.13,2.99,0.57,12352
PRECTOTCORR_SUM,2021,15.82,26.37,36.91,13.02,31.16,16.68,33.62,33.7,42.53,53.49,21.93,81.98,407.22,12352
PRECSNO,2021,0.34,0.47,0.45,0.09,0.0,0.0,0.0,0.0,0.0,0.05,0.01,1.36,0.23,12354
PRECTOTCORR_SUM,2021,26.37,10.55,21.09,14.03,12.18,38.81,29.45,41.31,35.38,51.92,2.84,49.89,333.82,12354
PRECSNO,2021,2.08,2.28,2.28,1.05,0.45,0.0,0.0,0.0,0.0,0.8,0.29,6.52,1.32,12376
PRECTOTCORR_SUM,2021,36.91,31.64,52.73,12.47,37.9,24.15,80.46,38.75,41.46,49.52,10.24,109.26,525.5,12376
PRECSNO,2021,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,12387
PRECTOTCORR_SUM,2021,31.64,0.0,15.82,1.14,0.56,0.44,6.3,1.19,2.03,15.28,0.01,118.54,192.94,12387
PRECSNO,2021,0.38,0.73,0.79,0.11,0.08,0.0,0.0,0.0,0.0,0.11,0.03,1.92,0.35,12398
PRECTOTCORR_SUM,2021,15.82,15.82,26.37,9.62,22.02,18.68,35.51,34.55,40.98,52.89,9.24,65.99,347.5,12398
PRECSNO,2021,0.38,0.73,0.79,0.11,0.08,0.0,0.0,0.0,0.0,0.11,0.03,1.92,0.35,12400
PRECTOTCORR_SUM,2021,15.82,15.82,26.37,9.62,22.02,18.68,35.51,34.55,40.98,52.89,9.24,65.99,347.5,12400
PRECSNO,2021,0.06,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,12404
PRECTOTCORR_SUM,2021,42.19,0.0,36.91,4.43,0.93,0.35,12.09,10.14,4.23,20.95,0.01,116.64,248.87,12404
PRECSNO,2021,1.89,1.11,1.57,0.26,0.02,0.0,0.0,0.0,0.0,0.13,0.11,4.02,0.76,12410
PRECTOTCORR_SUM,2021,36.91,21.09,31.64,13.63,40.13,24.28,71.91,33.9,40.13,42.63,8.43,98.81,463.49,12410
PRECSNO,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12412
PRECTOTCORR_SUM,2021,21.09,0.0,5.27,2.51,0.14,1.99,119.0,72.8,32.37,7.32,0.46,53.29,316.25,12412
PRECSNO,2021,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,12416
PRECTOTCORR_SUM,2021,31.64,0.0,15.82,1.14,0.56,0.44,6.3,1.19,2.03,15.28,0.01,118.54,192.94,12416
PRECSNO,2021,0.98,1.88,1.49,1.63,0.71,0.0,0.0,0.0,0.03,0.46,0.5,1.77,0.78,12418
PRECTOTCORR_SUM,2021,21.09,58.01,52.73,38.59,48.07,27.6,42.78,44.3,34.81,43.21,33.99,90.93,536.1,12418
PRECSNO,2021,0.36,1.06,1.17,0.4,0.23,0.0,0.0,0.0,0.0,0.16,0.14,2.25,0.48,12419
PRECTOTCORR_SUM,2021,10.55,21.09,26.37,12.68,23.69,12.37,18.32,26.71,35.72,45.34,21.15,58.15,312.14,12419
PRECSNO,2021,1.89,1.55,1.79,0.36,0.0,0.0,0.0,0.0,0.0,0.78,0.0,4.9,0.94,12420
PRECTOTCORR_SUM,2021,15.82,5.27,21.09,11.36,2.05,3.45,90.44,60.77,16.48,58.21,0.05,73.56,358.55,12420
PRECSNO,2021,1.06,0.61,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.45,12421
PRECTOTCORR_SUM,2021,247.85,152.93,105.47,20.01,5.17,37.89,3.36,0.44,47.76,175.17,115.47,258.37,1169.91,12421
PRECSNO,2021,0.49,1.22,1.3,0.19,0.36,0.0,0.0,0.0,0.0,0.2,0.13,2.99,0.57,12426
PRECTOTCORR_SUM,2021,15.82,26.37,36.91,13.02,31.16,16.68,33.62,33.7,42.53,53.49,21.93,81.98,407.22,12426
PRECSNO,2021,0.53,1.08,1.15,0.49,0.06,0.0,0.0,0.0,0.0,0.39,0.49,1.27,0.45,12447
PRECTOTCORR_SUM,2021,5.27,10.55,15.82,9.65,16.31,8.29,12.0,30.47,15.67,22.98,8.95,16.84,172.82,12447
PRECSNO,2021,2.34,0.31,0.94,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.0,2.62,0.53,12448
PRECTOTCORR_SUM,2021,79.1,5.27,31.64,6.69,5.12,7.38,140.71,75.03,69.58,30.91,2.09,94.95,548.47,12448
PRECSNO,2021,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12451
PRECTOTCORR_SUM,2021,10.55,0.0,0.0,1.88,0.0,4.53,24.55,10.0,2.92,6.59,0.01,19.43,80.47,12451
PRECSNO,2021,1.89,1.55,1.79,0.36,0.0,0.0,0.0,0.0,0.0,0.78,0.0,4.9,0.94,12453
PRECTOTCORR_SUM,2021,15.82,5.27,21.09,11.36,2.05,3.45,90.44,60.77,16.48,58.21,0.05,73.56,358.55,12453
