PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,ID
PRECTOTCORR_SUM,2019,21.09,42.19,10.55,0.0,0.0,0.0,10.55,10.55,31.64,0.0,52.73,31.64,210.94,396
PRECTOTCORR_SUM,2020,5.27,26.37,52.73,0.0,0.0,0.0,0.0,10.55,0.0,0.0,0.0,10.55,105.47,396
PRECSNO,2019,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405
PRECTOTCORR_SUM,2019,36.91,58.01,42.19,21.09,52.73,0.0,5.27,0.0,0.0,0.0,73.83,31.64,321.68,405
PRECTOTCORR_SUM,2020,0.0,21.09,58.01,15.82,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,105.47,405
PRECSNO,2020,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,407
PRECTOTCORR_SUM,2020,0.0,0.0,10.55,5.27,0.0,0.0,0.0,0.0,0.0,0.0,21.09,10.55,47.46,407
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,415
PRECSNO,2019,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421
PRECTOTCORR_SUM,2019,36.91,116.02,26.37,0.0,5.27,0.0,21.09,5.27,42.19,0.0,89.65,58.01,400.78,421
PRECTOTCORR_SUM,2020,5.27,47.46,68.55,0.0,0.0,0.0,0.0,5.27,0.0,0.0,5.27,10.55,142.38,421
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422
PRECTOTCORR_SUM,2020,0.0,0.0,68.55,79.1,0.0,0.0,0.0,0.0,0.0,0.0,5.27,15.82,168.75,422
PRECSNO,2020,1.98,0.0,3.96,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.98,0.66,427
PRECTOTCORR_SUM,2020,36.91,0.0,105.47,79.1,36.91,10.55,0.0,0.0,0.0,0.0,36.91,58.01,363.87,427
PRECSNO,2020,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,430
PRECTOTCORR_SUM,2020,36.91,15.82,31.64,21.09,31.64,63.28,0.0,5.27,10.55,5.27,21.09,10.55,253.12,430
PRECSNO,2020,0.66,1.32,1.32,1.98,0.0,0.66,0.0,0.0,0.66,0.66,0.66,0.66,0.66,432
PRECTOTCORR_SUM,2020,15.82,47.46,21.09,47.46,42.19,42.19,5.27,10.55,21.09,21.09,21.09,10.55,305.86,432
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436
PRECTOTCORR_SUM,2020,10.55,42.19,42.19,0.0,0.0,0.0,15.82,5.27,0.0,0.0,5.27,10.55,131.84,436
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448
PRECTOTCORR_SUM,2020,5.27,15.82,26.37,0.0,0.0,0.0,5.27,10.55,0.0,0.0,5.27,10.55,79.1,448
PRECSNO,2019,1.32,1.32,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,458
PRECSNO,2020,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,458
PRECTOTCORR_SUM,2019,63.28,58.01,89.65,47.46,89.65,21.09,5.27,10.55,31.64,5.27,31.64,42.19,495.7,458
PRECTOTCORR_SUM,2020,21.09,21.09,36.91,10.55,5.27,31.64,0.0,0.0,5.27,10.55,15.82,31.64,189.84,458
PRECSNO,2020,2.64,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,460
PRECTOTCORR_SUM,2020,189.84,10.55,47.46,15.82,94.92,36.91,0.0,0.0,5.27,10.55,116.02,126.56,653.91,460
PRECSNO,2019,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461
PRECTOTCORR_SUM,2019,26.37,126.56,36.91,5.27,10.55,0.0,21.09,15.82,42.19,0.0,105.47,58.01,448.24,461
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,461
PRECSNO,2020,0.0,0.66,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,468
PRECTOTCORR_SUM,2020,0.0,0.0,21.09,21.09,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,47.46,468
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469
PRECTOTCORR_SUM,2020,5.27,36.91,105.47,10.55,0.0,0.0,10.55,21.09,0.0,0.0,5.27,5.27,200.39,469
PRECSNO,2019,3.3,5.93,5.93,1.32,1.98,0.0,0.0,0.0,0.0,0.66,2.64,3.3,1.98,485
PRECSNO,2020,1.32,1.32,2.64,0.66,0.0,0.0,0.0,0.0,0.0,0.66,2.64,1.98,0.66,485
PRECTOTCORR_SUM,2019,63.28,110.74,121.29,21.09,79.1,21.09,21.09,15.82,0.0,5.27,68.55,63.28,590.62,485
PRECTOTCORR_SUM,2020,21.09,5.27,47.46,0.0,10.55,5.27,52.73,0.0,26.37,5.27,42.19,31.64,247.85,485
PRECSNO,2020,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,486
PRECTOTCORR_SUM,2020,5.27,0.0,0.0,5.27,10.55,10.55,0.0,0.0,0.0,0.0,21.09,5.27,58.01,486
PRECSNO,2019,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495
PRECTOTCORR_SUM,2019,31.64,126.56,26.37,5.27,10.55,0.0,21.09,10.55,58.01,0.0,105.47,58.01,453.52,495
PRECTOTCORR_SUM,2020,5.27,52.73,89.65,5.27,0.0,0.0,5.27,10.55,0.0,0.0,5.27,10.55,184.57,495
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505
PRECTOTCORR_SUM,2019,26.37,52.73,10.55,0.0,0.0,0.0,5.27,5.27,36.91,0.0,63.28,31.64,232.03,505
PRECTOTCORR_SUM,2020,0.0,36.91,68.55,0.0,0.0,0.0,0.0,15.82,0.0,0.0,0.0,10.55,131.84,505
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510
PRECTOTCORR_SUM,2020,10.55,52.73,79.1,5.27,5.27,0.0,26.37,5.27,5.27,5.27,10.55,5.27,210.94,510
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,519
PRECTOTCORR_SUM,2020,5.27,42.19,89.65,10.55,5.27,0.0,15.82,10.55,5.27,5.27,15.82,5.27,210.94,519
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521
PRECSNO,2021,0.68,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,521
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,521
PRECTOTCORR_SUM,2021,36.91,5.27,21.09,7.67,1.39,3.97,131.03,89.15,51.05,15.71,1.43,77.17,441.85,521
PRECSNO,2019,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,522
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522
PRECTOTCORR_SUM,2019,42.19,137.11,31.64,5.27,21.09,0.0,15.82,15.82,47.46,0.0,116.02,73.83,506.25,522
PRECTOTCORR_SUM,2020,5.27,36.91,100.2,15.82,0.0,0.0,10.55,10.55,0.0,0.0,5.27,5.27,189.84,522
PRECSNO,2019,0.66,1.98,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.66,527
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527
PRECTOTCORR_SUM,2019,26.37,47.46,47.46,10.55,36.91,10.55,5.27,0.0,0.0,0.0,26.37,31.64,242.58,527
PRECTOTCORR_SUM,2020,10.55,5.27,21.09,0.0,0.0,10.55,15.82,0.0,21.09,5.27,5.27,10.55,105.47,527
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528
PRECTOTCORR_SUM,2020,0.0,10.55,52.73,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.55,528
PRECSNO,2019,1.32,1.98,1.98,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,530
PRECSNO,2020,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,530
PRECTOTCORR_SUM,2019,58.01,42.19,79.1,47.46,94.92,15.82,15.82,10.55,31.64,5.27,31.64,31.64,464.06,530
PRECTOTCORR_SUM,2020,10.55,15.82,26.37,5.27,5.27,26.37,0.0,0.0,5.27,10.55,15.82,26.37,147.66,530
PRECSNO,2020,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,0.0,535
PRECTOTCORR_SUM,2020,10.55,10.55,26.37,10.55,5.27,15.82,5.27,0.0,21.09,10.55,15.82,15.82,147.66,535
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540
PRECTOTCORR_SUM,2020,5.27,0.0,137.11,94.92,5.27,0.0,0.0,0.0,0.0,0.0,5.27,31.64,279.49,540
PRECSNO,2020,1.32,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,550
PRECTOTCORR_SUM,2020,147.66,0.0,68.55,36.91,110.74,0.0,0.0,0.0,0.0,0.0,58.01,89.65,511.52,550
PRECSNO,2019,1.98,2.64,3.3,0.0,0.66,0.0,0.0,0.0,0.0,0.66,0.66,1.32,0.66,551
PRECSNO,2020,1.32,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,1.32,0.66,551
PRECTOTCORR_SUM,2019,47.46,68.55,94.92,52.73,68.55,21.09,26.37,10.55,5.27,10.55,36.91,26.37,469.34,551
PRECTOTCORR_SUM,2020,31.64,15.82,42.19,5.27,10.55,10.55,5.27,5.27,21.09,21.09,21.09,31.64,221.48,551
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554
PRECTOTCORR_SUM,2020,21.09,31.64,36.91,0.0,0.0,0.0,31.64,15.82,5.27,5.27,5.27,15.82,168.75,554
PRECSNO,2019,1.32,2.64,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.66,0.66,558
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558
PRECTOTCORR_SUM,2019,26.37,63.28,47.46,5.27,10.55,5.27,47.46,36.91,52.73,0.0,100.2,31.64,427.15,558
PRECTOTCORR_SUM,2020,31.64,42.19,47.46,0.0,0.0,0.0,42.19,10.55,5.27,10.55,21.09,10.55,221.48,558
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559
PRECTOTCORR_SUM,2019,21.09,73.83,10.55,0.0,5.27,0.0,15.82,31.64,36.91,0.0,63.28,47.46,305.86,559
PRECTOTCORR_SUM,2020,5.27,15.82,26.37,0.0,0.0,0.0,5.27,10.55,0.0,0.0,5.27,10.55,79.1,559
PRECSNO,2019,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,567
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,567
PRECTOTCORR_SUM,2019,10.55,5.27,5.27,21.09,5.27,5.27,26.37,10.55,21.09,10.55,63.28,5.27,189.84,567
PRECTOTCORR_SUM,2020,10.55,10.55,15.82,10.55,0.0,10.55,36.91,0.0,15.82,10.55,5.27,5.27,131.84,567
PRECSNO,2019,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569
PRECTOTCORR_SUM,2019,26.37,89.65,21.09,5.27,0.0,0.0,31.64,21.09,42.19,0.0,89.65,52.73,379.69,569
PRECTOTCORR_SUM,2020,10.55,42.19,42.19,0.0,0.0,0.0,15.82,5.27,0.0,0.0,5.27,10.55,131.84,569
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583
PRECTOTCORR_SUM,2020,0.0,21.09,63.28,5.27,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,100.2,583
PRECSNO,2020,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,584
PRECTOTCORR_SUM,2020,10.55,0.0,47.46,15.82,10.55,5.27,0.0,0.0,0.0,0.0,36.91,26.37,152.93,584
PRECSNO,2020,1.32,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,0.66,585
PRECTOTCORR_SUM,2020,68.55,0.0,58.01,15.82,68.55,10.55,0.0,0.0,0.0,0.0,52.73,26.37,300.59,585
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588
PRECTOTCORR_SUM,2020,21.09,36.91,31.64,0.0,0.0,0.0,68.55,0.0,10.55,10.55,10.55,15.82,205.66,588
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597
PRECTOTCORR_SUM,2020,0.0,15.82,63.28,15.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.92,597
PRECSNO,2019,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602
PRECTOTCORR_SUM,2019,36.91,116.02,26.37,0.0,5.27,0.0,21.09,5.27,42.19,0.0,89.65,58.01,400.78,602
PRECTOTCORR_SUM,2020,5.27,47.46,68.55,0.0,0.0,0.0,0.0,5.27,0.0,0.0,5.27,10.55,142.38,602
PRECSNO,2020,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,603
PRECTOTCORR_SUM,2020,26.37,0.0,15.82,0.0,15.82,26.37,0.0,0.0,0.0,5.27,15.82,5.27,110.74,603
PRECSNO,2019,1.32,2.64,1.32,1.32,1.32,0.0,0.0,0.0,0.0,0.66,1.98,1.32,0.66,606
PRECSNO,2020,0.66,0.0,1.32,0.66,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.66,606
PRECTOTCORR_SUM,2019,26.37,26.37,21.09,15.82,63.28,31.64,0.0,0.0,21.09,0.0,15.82,21.09,242.58,606
PRECTOTCORR_SUM,2020,0.0,5.27,21.09,5.27,5.27,31.64,0.0,0.0,5.27,0.0,10.55,10.55,94.92,606
PRECSNO,2019,1.32,1.98,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,607
PRECSNO,2020,1.32,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,607
PRECTOTCORR_SUM,2019,79.1,63.28,79.1,63.28,94.92,21.09,5.27,15.82,52.73,5.27,42.19,58.01,580.08,607
PRECTOTCORR_SUM,2020,47.46,26.37,42.19,15.82,5.27,47.46,0.0,0.0,0.0,10.55,15.82,21.09,232.03,607
PRECSNO,2019,0.66,1.32,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,609
PRECSNO,2020,0.66,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,609
PRECTOTCORR_SUM,2019,21.09,31.64,68.55,21.09,58.01,21.09,21.09,0.0,10.55,5.27,36.91,15.82,311.13,609
PRECTOTCORR_SUM,2020,0.0,15.82,15.82,15.82,0.0,15.82,0.0,0.0,0.0,0.0,5.27,15.82,84.38,609
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618
PRECTOTCORR_SUM,2019,0.0,0.0,10.55,5.27,0.0,26.37,0.0,15.82,21.09,10.55,47.46,10.55,147.66,618
PRECTOTCORR_SUM,2020,0.0,15.82,47.46,0.0,0.0,5.27,21.09,5.27,5.27,5.27,0.0,5.27,110.74,618
PRECSNO,2019,1.32,1.98,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,621
PRECSNO,2020,1.32,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,621
PRECTOTCORR_SUM,2019,79.1,63.28,79.1,63.28,94.92,21.09,5.27,15.82,52.73,5.27,42.19,58.01,580.08,621
PRECTOTCORR_SUM,2020,47.46,26.37,42.19,15.82,5.27,47.46,0.0,0.0,0.0,10.55,15.82,21.09,232.03,621
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624
PRECTOTCORR_SUM,2020,10.55,42.19,42.19,0.0,0.0,0.0,15.82,5.27,0.0,0.0,5.27,10.55,131.84,624
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625
PRECTOTCORR_SUM,2020,5.27,36.91,100.2,15.82,0.0,0.0,10.55,10.55,0.0,0.0,5.27,5.27,189.84,625
PRECSNO,2020,0.66,0.66,0.0,0.66,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.0,0.0,626
PRECTOTCORR_SUM,2020,10.55,15.82,10.55,10.55,0.0,10.55,31.64,0.0,21.09,10.55,0.0,5.27,126.56,626
PRECSNO,2019,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631
PRECSNO,2020,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,631
PRECTOTCORR_SUM,2019,26.37,47.46,42.19,15.82,31.64,5.27,5.27,5.27,21.09,0.0,26.37,21.09,247.85,631
PRECTOTCORR_SUM,2020,10.55,10.55,21.09,0.0,5.27,0.0,36.91,0.0,15.82,10.55,15.82,5.27,131.84,631
PRECSNO,2020,0.66,0.0,1.32,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,634
PRECTOTCORR_SUM,2020,15.82,5.27,68.55,73.83,21.09,0.0,0.0,0.0,0.0,0.0,15.82,31.64,232.03,634
PRECSNO,2019,1.98,5.93,5.27,1.98,3.3,0.0,0.0,0.0,0.0,0.66,3.3,2.64,1.98,662
PRECSNO,2020,0.66,0.66,3.3,0.66,0.0,0.0,0.0,0.0,0.66,0.66,3.96,1.98,1.32,662
PRECTOTCORR_SUM,2019,58.01,105.47,116.02,21.09,63.28,31.64,31.64,21.09,5.27,5.27,63.28,63.28,585.35,662
PRECTOTCORR_SUM,2020,15.82,10.55,31.64,0.0,10.55,10.55,52.73,5.27,21.09,15.82,52.73,26.37,253.12,662
PRECSNO,2020,0.66,0.0,1.32,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,676
PRECTOTCORR_SUM,2020,10.55,0.0,31.64,42.19,10.55,21.09,0.0,10.55,0.0,0.0,21.09,26.37,174.02,676
PRECSNO,2019,0.66,1.98,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,680
PRECSNO,2020,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,680
PRECTOTCORR_SUM,2019,31.64,68.55,26.37,47.46,79.1,5.27,0.0,5.27,68.55,5.27,26.37,31.64,395.51,680
PRECTOTCORR_SUM,2020,26.37,15.82,26.37,15.82,21.09,68.55,10.55,0.0,10.55,5.27,26.37,10.55,237.3,680
PRECSNO,2020,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,685
PRECTOTCORR_SUM,2020,26.37,15.82,26.37,15.82,21.09,68.55,10.55,0.0,10.55,5.27,26.37,10.55,237.3,685
PRECSNO,2019,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691
PRECTOTCORR_SUM,2019,36.91,116.02,26.37,0.0,5.27,0.0,21.09,5.27,42.19,0.0,89.65,58.01,400.78,691
PRECTOTCORR_SUM,2020,5.27,47.46,68.55,0.0,0.0,0.0,0.0,5.27,0.0,0.0,5.27,10.55,142.38,691
PRECSNO,2019,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698
PRECTOTCORR_SUM,2019,26.37,126.56,36.91,5.27,10.55,0.0,21.09,15.82,42.19,0.0,105.47,58.01,448.24,698
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,698
PRECSNO,2020,3.3,0.0,3.96,0.66,0.0,0.0,0.0,0.0,0.0,0.0,1.32,2.64,0.66,700
PRECTOTCORR_SUM,2020,89.65,0.0,100.2,31.64,84.38,10.55,0.0,0.0,0.0,0.0,47.46,68.55,432.42,700
PRECSNO,2020,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716
PRECTOTCORR_SUM,2020,10.55,10.55,26.37,0.0,0.0,10.55,5.27,0.0,5.27,0.0,5.27,0.0,73.83,716
PRECSNO,2020,1.98,2.64,1.98,1.98,0.0,0.66,0.0,0.0,0.66,0.66,1.32,1.32,1.32,731
PRECTOTCORR_SUM,2020,84.38,68.55,31.64,47.46,21.09,15.82,5.27,5.27,10.55,31.64,26.37,31.64,379.69,731
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,737
PRECTOTCORR_SUM,2020,10.55,36.91,31.64,0.0,0.0,5.27,84.38,0.0,21.09,10.55,5.27,10.55,216.21,737
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741
PRECTOTCORR_SUM,2020,5.27,31.64,116.02,26.37,5.27,0.0,21.09,21.09,0.0,0.0,15.82,5.27,247.85,741
PRECSNO,2020,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,1.32,0.66,0.66,1.32,0.66,750
PRECTOTCORR_SUM,2020,21.09,10.55,21.09,0.0,5.27,5.27,42.19,0.0,36.91,15.82,31.64,42.19,232.03,750
PRECSNO,2020,1.32,0.0,3.3,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,0.66,754
PRECTOTCORR_SUM,2020,26.37,0.0,84.38,47.46,26.37,0.0,0.0,0.0,0.0,0.0,52.73,36.91,274.22,754
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,763
PRECSNO,2019,1.32,1.98,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,0.66,772
PRECSNO,2020,0.66,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,772
PRECTOTCORR_SUM,2019,36.91,63.28,84.38,26.37,63.28,15.82,21.09,5.27,5.27,0.0,47.46,21.09,390.23,772
PRECTOTCORR_SUM,2020,21.09,0.0,47.46,5.27,5.27,10.55,15.82,5.27,21.09,10.55,21.09,21.09,184.57,772
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778
PRECSNO,2021,0.68,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,778
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,778
PRECTOTCORR_SUM,2021,36.91,5.27,21.09,7.67,1.39,3.97,131.03,89.15,51.05,15.71,1.43,77.17,441.85,778
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785
PRECTOTCORR_SUM,2020,5.27,52.73,89.65,5.27,0.0,0.0,5.27,10.55,0.0,0.0,5.27,10.55,184.57,785
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797
PRECSNO,2021,0.68,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,797
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,797
PRECTOTCORR_SUM,2021,36.91,5.27,21.09,7.67,1.39,3.97,131.03,89.15,51.05,15.71,1.43,77.17,441.85,797
PRECSNO,2019,3.3,9.23,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,1.98,1.32,800
PRECSNO,2020,3.3,0.0,1.98,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.98,0.66,800
PRECTOTCORR_SUM,2019,258.4,384.96,152.93,121.29,100.2,0.0,0.0,10.55,36.91,15.82,52.73,179.3,1313.09,800
PRECTOTCORR_SUM,2020,163.48,0.0,68.55,36.91,121.29,5.27,0.0,0.0,0.0,5.27,84.38,100.2,585.35,800
